Serial No.,Date,Type,No Samples,Surrogate Nodes,CQR Nodes,CQR Alpha,Initial Condition,Optimizer Success,Closed Loop Cost,Boundary Violation,Iterations,MPC Horizon,MPC Input Cost,ICBMPC Tightner,ICBMPC Random Sampling,ICBMPC Confidence Cutoff,MPC Setpoint,ICBMPC Max Search,Time,LQR r,LQR q,MPC Robust Horizon
177,2025-07-24 18:53:32,cs2,500.0,20.0,,,True,False,[[-1.00136563]],True,50,10,0.05,,,,,,0.6603829860687256,,,
178,2025-07-24 18:53:33,cs3,500.0,5.0,20.0,0.05,True,False,[[76.6485099]],True,50,10,0.05,,,,,,5.535258769989014,,,3.0
179,2025-07-24 18:53:39,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.4205160140991211,,,
180,2025-07-24 18:53:45,cs5,500.0,5.0,20.0,0.05,True,False,[[36.48230164]],True,50,10,0.05,0.8,1.0,0.85,,5.0,5.431293964385986,,,
181,2025-07-24 18:54:02,cs1,500.0,5.0,20.0,0.05,True,False,[[0.29265109]],True,50,15,0.01,0.8,1.0,0.85,,5.0,17.324963092803955,10.0,1.0,
182,2025-07-24 18:54:04,cs2,500.0,20.0,,,True,False,[[-0.72091314]],True,50,15,0.01,,,,,,1.0282697677612305,,,
183,2025-07-24 18:54:06,cs3,500.0,5.0,20.0,0.05,True,False,[[14.76225442]],True,50,15,0.01,,,,,,9.24679398536682,,,3.0
184,2025-07-24 18:54:15,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.6519260406494141,,,
185,2025-07-24 18:54:24,cs5,500.0,5.0,20.0,0.05,True,False,[[0.06823688]],True,50,15,0.01,0.8,1.0,0.85,,5.0,7.385081052780151,,,
186,2025-07-24 18:54:41,cs1,500.0,5.0,20.0,0.05,True,False,[[59.9669568]],True,50,15,0.1,0.8,1.0,0.85,,5.0,17.40373921394348,10.0,1.0,
187,2025-07-24 18:54:43,cs2,500.0,20.0,,,True,True,[[-0.95065765]],True,50,15,0.1,,,,,,0.5785789489746094,,,
188,2025-07-24 18:54:45,cs3,500.0,5.0,20.0,0.05,True,False,[[155.00279123]],True,50,15,0.1,,,,,,8.89440393447876,,,3.0
189,2025-07-24 18:54:54,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.650536060333252,,,
190,2025-07-24 18:55:02,cs5,500.0,5.0,20.0,0.05,True,False,[[9.34122528]],True,50,15,0.1,0.8,1.0,0.85,,5.0,7.382736206054688,,,
191,2025-07-24 18:55:19,cs1,500.0,5.0,20.0,0.05,True,False,[[21.15463876]],True,50,15,0.05,0.8,1.0,0.85,,5.0,17.264263153076172,10.0,1.0,
192,2025-07-24 18:55:21,cs2,500.0,20.0,,,True,False,[[-1.00431349]],True,50,15,0.05,,,,,,0.8663277626037598,,,
193,2025-07-24 18:55:23,cs3,500.0,5.0,20.0,0.05,True,False,[[77.09201539]],True,50,15,0.05,,,,,,9.729552984237673,,,3.0
194,2025-07-24 18:55:33,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.6227600574493408,,,
195,2025-07-24 18:55:41,cs5,500.0,5.0,20.0,0.05,True,False,[[3.70216288]],True,50,15,0.05,0.8,1.0,0.85,,5.0,7.26760196685791,,,
196,2025-07-24 18:56:00,cs1,500.0,5.0,20.0,0.05,True,False,[[0.30946311]],True,50,20,0.01,0.8,1.0,0.85,,5.0,19.221564054489136,10.0,1.0,
197,2025-07-24 18:56:02,cs2,500.0,20.0,,,True,False,[[-1.04222998]],True,50,20,0.01,,,,,,1.021514892578125,,,
198,2025-07-24 18:56:05,cs3,500.0,5.0,20.0,0.05,True,False,[[14.7617558]],True,50,20,0.01,,,,,,16.650732040405273,,,3.0
199,2025-07-24 18:56:21,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.0163838863372805,,,
200,2025-07-24 18:56:32,cs5,500.0,5.0,20.0,0.05,True,False,[[0.06875946]],True,50,20,0.01,0.8,1.0,0.85,,5.0,9.189764976501465,,,
201,2025-07-24 18:56:51,cs1,500.0,5.0,20.0,0.05,True,False,[[10.39469732]],True,50,20,0.1,0.8,1.0,0.85,,5.0,19.414090871810913,10.0,1.0,
202,2025-07-24 18:56:53,cs2,500.0,20.0,,,True,True,[[-0.45743641]],True,50,20,0.1,,,,,,0.6239850521087646,,,
203,2025-07-24 18:56:55,cs3,500.0,5.0,20.0,0.05,True,False,[[154.87941143]],True,50,20,0.1,,,,,,15.62360906600952,,,3.0
204,2025-07-24 18:57:11,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,0.959496021270752,,,
205,2025-07-24 18:57:21,cs5,500.0,5.0,20.0,0.05,True,False,[[33.11597577]],True,50,20,0.1,0.8,1.0,0.85,,5.0,9.057406902313232,,,
206,2025-07-24 18:57:40,cs1,500.0,5.0,20.0,0.05,True,False,[[13.66150609]],True,50,20,0.05,0.8,1.0,0.85,,5.0,19.26632022857666,10.0,1.0,
207,2025-07-24 18:57:43,cs2,500.0,20.0,,,True,False,[[-1.00521132]],True,50,20,0.05,,,,,,0.9712810516357422,,,
208,2025-07-24 18:57:45,cs3,500.0,5.0,20.0,0.05,True,False,[[77.0745134]],True,50,20,0.05,,,,,,15.193142890930176,,,3.0
209,2025-07-24 18:58:00,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,0.9979918003082277,,,
210,2025-07-24 18:58:10,cs5,500.0,5.0,20.0,0.05,True,False,[[3.33800999]],True,50,20,0.05,0.8,1.0,0.85,,5.0,8.741978168487549,,,
211,2025-07-24 18:58:25,cs1,500.0,5.0,20.0,0.05,True,False,[[0.19184058]],True,50,10,0.01,0.8,1.0,0.85,,5.0,15.413666248321531,10.0,1.0,
212,2025-07-24 18:58:28,cs2,500.0,20.0,,,True,False,[[10.14358045]],True,50,10,0.01,,,,,,0.4270188808441162,,,
213,2025-07-24 18:58:30,cs3,500.0,5.0,20.0,0.05,True,False,[[14.8417965]],True,50,10,0.01,,,,,,19.12090277671814,,,5.0
214,2025-07-24 18:58:49,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.4228739738464355,,,
215,2025-07-24 18:58:55,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.0278372]],True,50,10,0.01,0.8,1.0,0.85,,5.0,5.416237115859985,,,
216,2025-07-24 18:59:10,cs1,500.0,5.0,20.0,0.05,True,False,[[66.95225552]],True,50,10,0.1,0.8,1.0,0.85,,5.0,15.346608877182009,10.0,1.0,
217,2025-07-24 18:59:13,cs2,500.0,20.0,,,True,True,[[-0.37329655]],True,50,10,0.1,,,,,,0.4247057437896728,,,
218,2025-07-24 18:59:15,cs3,500.0,5.0,20.0,0.05,True,False,[[155.56328602]],True,50,10,0.1,,,,,,16.445551872253418,,,5.0
219,2025-07-24 18:59:31,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.4218728542327881,,,
220,2025-07-24 18:59:38,cs5,500.0,5.0,20.0,0.05,True,False,[[8.41259698]],True,50,10,0.1,0.8,1.0,0.85,,5.0,5.682477235794067,,,
221,2025-07-24 18:59:53,cs1,500.0,5.0,20.0,0.05,True,False,[[29.41119384]],True,50,10,0.05,0.8,1.0,0.85,,5.0,15.10975193977356,10.0,1.0,
222,2025-07-24 18:59:55,cs2,500.0,20.0,,,True,True,[[-0.9900996]],True,50,10,0.05,,,,,,0.3307340145111084,,,
223,2025-07-24 18:59:57,cs3,500.0,5.0,20.0,0.05,True,False,[[77.38488824]],True,50,10,0.05,,,,,,17.40581703186035,,,5.0
224,2025-07-24 19:00:15,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.4285879135131836,,,
225,2025-07-24 19:00:21,cs5,500.0,5.0,20.0,0.05,True,False,[[36.48230164]],True,50,10,0.05,0.8,1.0,0.85,,5.0,5.63445520401001,,,
226,2025-07-24 19:00:38,cs1,500.0,5.0,20.0,0.05,True,False,[[0.29265109]],True,50,15,0.01,0.8,1.0,0.85,,5.0,17.348371028900146,10.0,1.0,
227,2025-07-24 19:00:40,cs2,500.0,20.0,,,True,False,[[-1.04469209]],True,50,15,0.01,,,,,,0.892103910446167,,,
228,2025-07-24 19:00:45,cs3,500.0,5.0,20.0,0.05,True,False,[[18.04177476]],True,50,15,0.01,,,,,,55.00212001800537,,,5.0
229,2025-07-24 19:01:40,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.6396298408508301,,,
230,2025-07-24 19:01:48,cs5,500.0,5.0,20.0,0.05,True,False,[[0.06823688]],True,50,15,0.01,0.8,1.0,0.85,,5.0,7.63713002204895,,,
231,2025-07-24 19:02:05,cs1,500.0,5.0,20.0,0.05,True,False,[[59.9669568]],True,50,15,0.1,0.8,1.0,0.85,,5.0,17.433495044708252,10.0,1.0,
232,2025-07-24 19:02:08,cs2,500.0,20.0,,,True,True,[[26.47650929]],True,50,15,0.1,,,,,,0.6265521049499512,,,
233,2025-07-24 19:02:12,cs3,500.0,5.0,20.0,0.05,True,False,[[192.36272416]],True,50,15,0.1,,,,,,63.66760015487671,,,5.0
234,2025-07-24 19:03:15,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.652601957321167,,,
235,2025-07-24 19:03:24,cs5,500.0,5.0,20.0,0.05,True,False,[[9.34122528]],True,50,15,0.1,0.8,1.0,0.85,,5.0,7.897154808044434,,,
236,2025-07-24 19:03:42,cs1,500.0,5.0,20.0,0.05,True,False,[[21.15463876]],True,50,15,0.05,0.8,1.0,0.85,,5.0,17.818405151367188,10.0,1.0,
237,2025-07-24 19:03:44,cs2,500.0,20.0,,,True,False,[[-1.00790842]],True,50,15,0.05,,,,,,0.7951569557189941,,,
238,2025-07-24 19:03:48,cs3,500.0,5.0,20.0,0.05,True,False,[[95.50032824]],True,50,15,0.05,,,,,,61.34504818916321,,,5.0
239,2025-07-24 19:04:50,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.6449689865112305,,,
240,2025-07-24 19:04:58,cs5,500.0,5.0,20.0,0.05,True,False,[[3.70216288]],True,50,15,0.05,0.8,1.0,0.85,,5.0,7.684007883071899,,,
241,2025-07-24 19:05:19,cs1,500.0,5.0,20.0,0.05,True,False,[[0.30946311]],True,50,20,0.01,0.8,1.0,0.85,,5.0,20.550264835357662,10.0,1.0,
242,2025-07-24 19:05:21,cs2,500.0,20.0,,,True,True,[[-1.03351075]],True,50,20,0.01,,,,,,0.7119481563568115,,,
243,2025-07-24 19:05:27,cs3,500.0,5.0,20.0,0.05,True,False,[[18.27467634]],True,50,20,0.01,,,,,,135.84348893165588,,,5.0
244,2025-07-24 19:07:43,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.0340120792388916,,,
245,2025-07-24 19:07:53,cs5,500.0,5.0,20.0,0.05,True,False,[[0.06875946]],True,50,20,0.01,0.8,1.0,0.85,,5.0,8.984173059463501,,,
246,2025-07-24 19:08:12,cs1,500.0,5.0,20.0,0.05,True,False,[[10.39469732]],True,50,20,0.1,0.8,1.0,0.85,,5.0,19.584796905517575,10.0,1.0,
247,2025-07-24 19:08:15,cs2,500.0,20.0,,,True,True,[[4.22762239]],True,50,20,0.1,,,,,,0.9498438835144044,,,
248,2025-07-24 19:08:21,cs3,500.0,5.0,20.0,0.05,True,False,[[191.15318738]],True,50,20,0.1,,,,,,123.9581060409546,,,5.0
249,2025-07-24 19:10:25,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,0.9798078536987304,,,
250,2025-07-24 19:10:34,cs5,500.0,5.0,20.0,0.05,True,False,[[33.11597577]],True,50,20,0.1,0.8,1.0,0.85,,5.0,8.900251865386963,,,
251,2025-07-24 19:10:55,cs1,500.0,5.0,20.0,0.05,True,False,[[13.66150609]],True,50,20,0.05,0.8,1.0,0.85,,5.0,20.0012469291687,10.0,1.0,
252,2025-07-24 19:10:57,cs2,500.0,20.0,,,True,True,[[10.7843928]],True,50,20,0.05,,,,,,0.7804529666900635,,,
253,2025-07-24 19:11:03,cs3,500.0,5.0,20.0,0.05,True,False,[[94.68201572]],True,50,20,0.05,,,,,,116.74631118774414,,,5.0
254,2025-07-24 19:12:59,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,1.1667382717132568,,,
255,2025-07-24 19:13:10,cs5,500.0,5.0,20.0,0.05,True,False,[[3.33800999]],True,50,20,0.05,0.8,1.0,0.85,,5.0,9.651683807373049,,,
256,2025-07-24 19:13:27,cs1,500.0,5.0,20.0,0.05,True,False,[[0.19184058]],True,50,10,0.01,0.8,1.0,0.85,,5.0,16.229898929595947,10.0,1.0,
257,2025-07-24 19:13:29,cs2,500.0,20.0,,,True,False,[[-1.03912018]],True,50,10,0.01,,,,,,0.744830846786499,,,
258,2025-07-24 19:13:36,cs3,500.0,5.0,20.0,0.05,True,False,[[14.85844507]],True,50,10,0.01,,,,,,65.68475794792175,,,7.0
259,2025-07-24 19:14:42,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.441706895828247,,,
260,2025-07-24 19:14:48,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.0278372]],True,50,10,0.01,0.8,1.0,0.85,,5.0,5.58129620552063,,,
261,2025-07-24 19:15:04,cs1,500.0,5.0,20.0,0.05,True,False,[[66.95225552]],True,50,10,0.1,0.8,1.0,0.85,,5.0,15.467698097229004,10.0,1.0,
262,2025-07-24 19:15:06,cs2,500.0,20.0,,,True,True,[[0.80629204]],False,50,10,0.1,,,,,,0.332571268081665,,,
263,2025-07-24 19:15:13,cs3,500.0,5.0,20.0,0.05,True,False,[[156.06274605]],True,50,10,0.1,,,,,,61.731709241867065,,,7.0
264,2025-07-24 19:16:15,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.5406558513641357,,,
265,2025-07-24 19:16:22,cs5,500.0,5.0,20.0,0.05,True,False,[[8.41259698]],True,50,10,0.1,0.8,1.0,0.85,,5.0,6.4001100063323975,,,
266,2025-07-24 19:16:38,cs1,500.0,5.0,20.0,0.05,True,False,[[29.41119384]],True,50,10,0.05,0.8,1.0,0.85,,5.0,16.347461938858032,10.0,1.0,
267,2025-07-24 19:16:41,cs2,500.0,20.0,,,True,True,[[-0.80958702]],True,50,10,0.05,,,,,,0.422976016998291,,,
268,2025-07-24 19:16:48,cs3,500.0,5.0,20.0,0.05,True,False,[[77.61759696]],True,50,10,0.05,,,,,,62.317270040512085,,,7.0
269,2025-07-24 19:17:50,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.4702358245849609,,,
270,2025-07-24 19:17:57,cs5,500.0,5.0,20.0,0.05,True,False,[[36.48230164]],True,50,10,0.05,0.8,1.0,0.85,,5.0,5.8353869915008545,,,
271,2025-07-24 19:18:14,cs1,500.0,5.0,20.0,0.05,True,False,[[0.29265109]],True,50,15,0.01,0.8,1.0,0.85,,5.0,17.75032091140747,10.0,1.0,
272,2025-07-24 19:18:17,cs2,500.0,20.0,,,True,False,[[-0.89520781]],True,50,15,0.01,,,,,,0.9288640022277832,,,
273,2025-07-24 19:18:29,cs3,500.0,5.0,20.0,0.05,True,False,[[18.62535905]],True,50,15,0.01,,,,,,219.6661486625671,,,7.0
274,2025-07-24 19:22:09,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.6765282154083252,,,
275,2025-07-24 19:22:17,cs5,500.0,5.0,20.0,0.05,True,False,[[0.06823688]],True,50,15,0.01,0.8,1.0,0.85,,5.0,7.541935205459595,,,
276,2025-07-24 19:22:35,cs1,500.0,5.0,20.0,0.05,True,False,[[59.9669568]],True,50,15,0.1,0.8,1.0,0.85,,5.0,17.739541053771973,10.0,1.0,
277,2025-07-24 19:22:37,cs2,500.0,20.0,,,True,True,[[-0.97357496]],True,50,15,0.1,,,,,,0.7115991115570068,,,
278,2025-07-24 19:22:51,cs3,500.0,5.0,20.0,0.05,True,False,[[193.4928625]],True,50,15,0.1,,,,,,227.5497131347656,,,7.0
279,2025-07-24 19:26:38,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.7186429500579834,,,
280,2025-07-24 19:26:47,cs5,500.0,5.0,20.0,0.05,True,False,[[9.34122528]],True,50,15,0.1,0.8,1.0,0.85,,5.0,8.099139928817749,,,
281,2025-07-24 19:27:05,cs1,500.0,5.0,20.0,0.05,True,False,[[21.15463876]],True,50,15,0.05,0.8,1.0,0.85,,5.0,18.039806365966797,10.0,1.0,
282,2025-07-24 19:27:08,cs2,500.0,20.0,,,True,True,[[-0.99809349]],True,50,15,0.05,,,,,,0.5637292861938477,,,
283,2025-07-24 19:27:21,cs3,500.0,5.0,20.0,0.05,True,False,[[96.35059088]],True,50,15,0.05,,,,,,228.05405712127688,,,7.0
284,2025-07-24 19:31:09,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.6180038452148438,,,
285,2025-07-24 19:31:17,cs5,500.0,5.0,20.0,0.05,True,False,[[3.70216288]],True,50,15,0.05,0.8,1.0,0.85,,5.0,7.30184817314148,,,
286,2025-07-24 19:31:37,cs1,500.0,5.0,20.0,0.05,True,False,[[0.30946311]],True,50,20,0.01,0.8,1.0,0.85,,5.0,19.472166299819943,10.0,1.0,
287,2025-07-24 19:31:39,cs2,500.0,20.0,,,True,True,[[-1.0424865]],True,50,20,0.01,,,,,,0.6154630184173584,,,
288,2025-07-24 19:31:58,cs3,500.0,5.0,20.0,0.05,True,False,[[26.81256753]],True,50,20,0.01,,,,,,756.5946462154388,,,7.0
289,2025-07-24 19:44:34,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.0028679370880127,,,
290,2025-07-24 19:44:44,cs5,500.0,5.0,20.0,0.05,True,False,[[0.06875946]],True,50,20,0.01,0.8,1.0,0.85,,5.0,9.03023624420166,,,
291,2025-07-24 19:45:04,cs1,500.0,5.0,20.0,0.05,True,False,[[10.39469732]],True,50,20,0.1,0.8,1.0,0.85,,5.0,19.671124935150143,10.0,1.0,
292,2025-07-24 19:45:06,cs2,500.0,20.0,,,True,True,[[-0.37023494]],True,50,20,0.1,,,,,,0.6150720119476318,,,
293,2025-07-24 19:45:26,cs3,500.0,5.0,20.0,0.05,True,False,[[265.83095119]],True,50,20,0.1,,,,,,828.9449181556702,,,7.0
294,2025-07-24 19:59:15,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,0.9348809719085692,,,
295,2025-07-24 19:59:25,cs5,500.0,5.0,20.0,0.05,True,False,[[33.11597577]],True,50,20,0.1,0.8,1.0,0.85,,5.0,9.160377025604248,,,
296,2025-07-24 19:59:45,cs1,500.0,5.0,20.0,0.05,True,False,[[13.66150609]],True,50,20,0.05,0.8,1.0,0.85,,5.0,19.59326219558716,10.0,1.0,
297,2025-07-24 19:59:47,cs2,500.0,20.0,,,True,False,[[-1.00533]],True,50,20,0.05,,,,,,1.1475169658660889,,,
298,2025-07-24 20:00:07,cs3,500.0,5.0,20.0,0.05,True,False,[[132.08806086]],True,50,20,0.05,,,,,,743.2100040912628,,,7.0
299,2025-07-24 20:12:31,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,0.993581771850586,,,
300,2025-07-24 20:12:40,cs5,500.0,5.0,20.0,0.05,True,False,[[3.33800999]],True,50,20,0.05,0.8,1.0,0.85,,5.0,8.740723848342896,,,
301,2025-07-24 20:13:10,cs1,500.0,5.0,20.0,0.05,True,False,[[11.06488818]],False,50,10,0.01,0.8,1.0,0.85,,10.0,30.084623098373413,10.0,1.0,
302,2025-07-24 20:13:13,cs2,500.0,20.0,,,True,True,[[2.27261553]],True,50,10,0.01,,,,,,0.3373191356658935,,,
303,2025-07-24 20:13:16,cs3,500.0,5.0,20.0,0.05,True,False,[[14.7395151]],True,50,10,0.01,,,,,,5.525557994842529,,,3.0
304,2025-07-24 20:13:22,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.4267301559448242,,,
305,2025-07-24 20:13:33,cs5,500.0,5.0,20.0,0.05,True,False,[[0.75544062]],True,50,10,0.01,0.8,1.0,0.85,,10.0,10.731776714324951,,,
306,2025-07-24 20:14:02,cs1,500.0,5.0,20.0,0.05,True,False,[[85.35892209]],False,50,10,0.1,0.8,1.0,0.85,,10.0,28.55513095855713,10.0,1.0,
307,2025-07-24 20:14:04,cs2,500.0,20.0,,,True,False,[[-0.95657487]],True,50,10,0.1,,,,,,0.6504099369049072,,,
308,2025-07-24 20:14:05,cs3,500.0,5.0,20.0,0.05,True,False,[[154.03584459]],True,50,10,0.1,,,,,,5.642811298370361,,,3.0
309,2025-07-24 20:14:11,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.5518391132354736,,,
310,2025-07-24 20:14:23,cs5,500.0,5.0,20.0,0.05,True,False,[[107.44154538]],True,50,10,0.1,0.8,1.0,0.85,,10.0,11.60954999923706,,,
311,2025-07-24 20:14:55,cs1,500.0,5.0,20.0,0.05,True,False,[[28.60429271]],True,50,10,0.05,0.8,1.0,0.85,,10.0,31.910369157791138,10.0,1.0,
312,2025-07-24 20:14:57,cs2,500.0,20.0,,,True,False,[[-0.99204763]],True,50,10,0.05,,,,,,0.621455192565918,,,
313,2025-07-24 20:14:59,cs3,500.0,5.0,20.0,0.05,True,False,[[76.6485099]],True,50,10,0.05,,,,,,5.847775936126709,,,3.0
314,2025-07-24 20:15:05,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.4205620288848877,,,
315,2025-07-24 20:15:14,cs5,500.0,5.0,20.0,0.05,True,False,[[38.64716512]],True,50,10,0.05,0.8,1.0,0.85,,10.0,9.098401069641112,,,
316,2025-07-24 20:15:49,cs1,500.0,5.0,20.0,0.05,True,False,[[1.50935882]],True,50,15,0.01,0.8,1.0,0.85,,10.0,35.06398797035217,10.0,1.0,
317,2025-07-24 20:15:52,cs2,500.0,20.0,,,True,False,[[-0.96128114]],True,50,15,0.01,,,,,,0.8481309413909912,,,
318,2025-07-24 20:15:53,cs3,500.0,5.0,20.0,0.05,True,False,[[14.76225442]],True,50,15,0.01,,,,,,9.285155773162842,,,3.0
319,2025-07-24 20:16:03,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.6572232246398926,,,
320,2025-07-24 20:16:18,cs5,500.0,5.0,20.0,0.05,True,False,[[0.82993316]],True,50,15,0.01,0.8,1.0,0.85,,10.0,14.483697175979614,,,
321,2025-07-24 20:16:51,cs1,500.0,5.0,20.0,0.05,True,False,[[49.65162424]],False,50,15,0.1,0.8,1.0,0.85,,10.0,32.79060506820679,10.0,1.0,
322,2025-07-24 20:16:53,cs2,500.0,20.0,,,True,False,[[-0.60980607]],True,50,15,0.1,,,,,,0.6340100765228271,,,
323,2025-07-24 20:16:55,cs3,500.0,5.0,20.0,0.05,True,False,[[155.00279123]],True,50,15,0.1,,,,,,8.967002868652344,,,3.0
324,2025-07-24 20:17:04,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.6538188457489014,,,
325,2025-07-24 20:17:17,cs5,500.0,5.0,20.0,0.05,True,False,[[76.95464193]],True,50,15,0.1,0.8,1.0,0.85,,10.0,12.671742916107178,,,
326,2025-07-24 20:17:51,cs1,500.0,5.0,20.0,0.05,True,False,[[73.95777769]],True,50,15,0.05,0.8,1.0,0.85,,10.0,33.67562675476074,10.0,1.0,
327,2025-07-24 20:17:53,cs2,500.0,20.0,,,True,False,[[-1.00446767]],True,50,15,0.05,,,,,,0.7314107418060303,,,
328,2025-07-24 20:17:55,cs3,500.0,5.0,20.0,0.05,True,False,[[77.09201539]],True,50,15,0.05,,,,,,9.752778053283691,,,3.0
329,2025-07-24 20:18:04,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.6402671337127686,,,
330,2025-07-24 20:18:19,cs5,500.0,5.0,20.0,0.05,True,False,[[19.66703424]],True,50,15,0.05,0.8,1.0,0.85,,10.0,13.701391220092772,,,
331,2025-07-24 20:18:59,cs1,500.0,5.0,20.0,0.05,True,False,[[1.72850356]],True,50,20,0.01,0.8,1.0,0.85,,10.0,39.67052793502808,10.0,1.0,
332,2025-07-24 20:19:01,cs2,500.0,20.0,,,True,True,[[-0.89591884]],True,50,20,0.01,,,,,,0.6665940284729004,,,
333,2025-07-24 20:19:03,cs3,500.0,5.0,20.0,0.05,True,False,[[14.7617558]],True,50,20,0.01,,,,,,16.896651029586792,,,3.0
334,2025-07-24 20:19:20,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.048717021942139,,,
335,2025-07-24 20:19:38,cs5,500.0,5.0,20.0,0.05,True,False,[[0.82170964]],True,50,20,0.01,0.8,1.0,0.85,,10.0,17.593802213668823,,,
336,2025-07-24 20:20:14,cs1,500.0,5.0,20.0,0.05,True,False,[[80.51757183]],True,50,20,0.1,0.8,1.0,0.85,,10.0,35.09514307975769,10.0,1.0,
337,2025-07-24 20:20:16,cs2,500.0,20.0,,,True,False,[[-0.97521632]],True,50,20,0.1,,,,,,1.1606788635253906,,,
338,2025-07-24 20:20:18,cs3,500.0,5.0,20.0,0.05,True,False,[[154.87941143]],True,50,20,0.1,,,,,,15.980440139770508,,,3.0
339,2025-07-24 20:20:34,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,1.0475049018859863,,,
340,2025-07-24 20:20:52,cs5,500.0,5.0,20.0,0.05,True,False,[[72.13213208]],True,50,20,0.1,0.8,1.0,0.85,,10.0,16.09404754638672,,,
341,2025-07-24 20:21:30,cs1,500.0,5.0,20.0,0.05,True,False,[[39.53154125]],False,50,20,0.05,0.8,1.0,0.85,,10.0,38.47431206703186,10.0,1.0,
342,2025-07-24 20:21:32,cs2,500.0,20.0,,,True,True,[[0.93573625]],True,50,20,0.05,,,,,,0.6253011226654053,,,
343,2025-07-24 20:21:34,cs3,500.0,5.0,20.0,0.05,True,False,[[77.0745134]],True,50,20,0.05,,,,,,15.303329944610596,,,3.0
344,2025-07-24 20:21:50,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,0.9717538356781006,,,
345,2025-07-24 20:22:08,cs5,500.0,5.0,20.0,0.05,True,False,[[23.66211962]],True,50,20,0.05,0.8,1.0,0.85,,10.0,16.81243896484375,,,
346,2025-07-24 20:22:38,cs1,500.0,5.0,20.0,0.05,True,False,[[11.23517365]],True,50,10,0.01,0.8,1.0,0.85,,10.0,30.424520015716553,10.0,1.0,
347,2025-07-24 20:22:40,cs2,500.0,20.0,,,True,False,[[-1.04044806]],True,50,10,0.01,,,,,,0.6229357719421387,,,
348,2025-07-24 20:22:43,cs3,500.0,5.0,20.0,0.05,True,False,[[14.8417965]],True,50,10,0.01,,,,,,19.361296892166138,,,5.0
349,2025-07-24 20:23:02,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.4173052310943603,,,
350,2025-07-24 20:23:14,cs5,500.0,5.0,20.0,0.05,True,False,[[0.75544062]],True,50,10,0.01,0.8,1.0,0.85,,10.0,10.935346126556396,,,
351,2025-07-24 20:23:42,cs1,500.0,5.0,20.0,0.05,True,False,[[85.35892209]],False,50,10,0.1,0.8,1.0,0.85,,10.0,28.583432912826535,10.0,1.0,
352,2025-07-24 20:23:45,cs2,500.0,20.0,,,True,True,[[-0.94609776]],True,50,10,0.1,,,,,,0.4234018325805664,,,
353,2025-07-24 20:23:47,cs3,500.0,5.0,20.0,0.05,True,False,[[155.56328602]],True,50,10,0.1,,,,,,16.391015768051147,,,5.0
354,2025-07-24 20:24:03,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.4607932567596435,,,
