Serial No.,Date,Type,No Samples,Surrogate Nodes,CQR Nodes,CQR Alpha,Initial Condition,Optimizer Success,Closed Loop Cost,Boundary Violation,Iterations,MPC Horizon,MPC Input Cost,ICBMPC Tightner,ICBMPC Random Sampling,ICBMPC Confidence Cutoff,MPC Setpoint,ICBMPC Max Search,Time,LQR r,LQR q,MPC Robust Horizon
532,2025-07-24 22:05:46,cs2,500.0,20.0,,,True,False,[[-0.97150741]],True,50,10,0.1,,,,,,0.6410279273986816,,,
533,2025-07-24 22:05:53,cs3,500.0,5.0,20.0,0.05,True,False,[[156.06274605]],True,50,10,0.1,,,,,,60.1915590763092,,,7.0
534,2025-07-24 22:06:53,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.4083349704742431,,,
535,2025-07-24 22:06:58,cs5,500.0,5.0,20.0,0.05,True,False,[[25.63626695]],True,50,10,0.1,0.8,3.0,0.85,,3.0,4.595534086227417,,,
536,2025-07-24 22:07:10,cs1,500.0,5.0,20.0,0.05,True,False,[[5.40237147]],True,50,10,0.05,0.8,3.0,0.85,,3.0,11.404932975769045,10.0,1.0,
537,2025-07-24 22:07:12,cs2,500.0,20.0,,,True,True,[[0.76241223]],True,50,10,0.05,,,,,,0.4622902870178222,,,
538,2025-07-24 22:07:20,cs3,500.0,5.0,20.0,0.05,True,False,[[77.61759696]],True,50,10,0.05,,,,,,60.94754886627197,,,7.0
539,2025-07-24 22:08:21,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.4200708866119385,,,
540,2025-07-24 22:08:26,cs5,500.0,5.0,20.0,0.05,True,False,[[2.48759743]],True,50,10,0.05,0.8,3.0,0.85,,3.0,4.527682065963745,,,
541,2025-07-24 22:08:38,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.04060936]],True,50,15,0.01,0.8,3.0,0.85,,3.0,12.379822731018066,10.0,1.0,
542,2025-07-24 22:08:40,cs2,500.0,20.0,,,True,False,[[-1.04368349]],True,50,15,0.01,,,,,,0.9512877464294434,,,
543,2025-07-24 22:08:54,cs3,500.0,5.0,20.0,0.05,True,False,[[18.62535905]],True,50,15,0.01,,,,,,216.6785180568695,,,7.0
544,2025-07-24 22:12:30,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.6284632682800293,,,
545,2025-07-24 22:12:37,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.3580839]],True,50,15,0.01,0.8,3.0,0.85,,3.0,5.763413667678833,,,
546,2025-07-24 22:12:50,cs1,500.0,5.0,20.0,0.05,True,False,[[21.53648422]],True,50,15,0.1,0.8,3.0,0.85,,3.0,13.028096914291382,10.0,1.0,
547,2025-07-24 22:12:52,cs2,500.0,20.0,,,True,False,[[-0.27233077]],True,50,15,0.1,,,,,,0.6994507312774658,,,
548,2025-07-24 22:13:05,cs3,500.0,5.0,20.0,0.05,True,False,[[193.4928625]],True,50,15,0.1,,,,,,224.32854294776917,,,7.0
549,2025-07-24 22:16:50,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.7787339687347412,,,
550,2025-07-24 22:16:56,cs5,500.0,5.0,20.0,0.05,True,False,[[5.63237596]],True,50,15,0.1,0.8,3.0,0.85,,3.0,5.484007120132446,,,
551,2025-07-24 22:17:08,cs1,500.0,5.0,20.0,0.05,True,False,[[10.61404495]],True,50,15,0.05,0.8,3.0,0.85,,3.0,12.590057849884031,10.0,1.0,
552,2025-07-24 22:17:11,cs2,500.0,20.0,,,True,True,[[-0.92551215]],True,50,15,0.05,,,,,,0.5060379505157471,,,
553,2025-07-24 22:17:24,cs3,500.0,5.0,20.0,0.05,True,False,[[96.35059088]],True,50,15,0.05,,,,,,225.0689742565155,,,7.0
554,2025-07-24 22:21:09,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.7985780239105225,,,
555,2025-07-24 22:21:16,cs5,500.0,5.0,20.0,0.05,True,False,[[1.81467199]],True,50,15,0.05,0.8,3.0,0.85,,3.0,5.91736912727356,,,
556,2025-07-24 22:21:30,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.07191892]],True,50,20,0.01,0.8,3.0,0.85,,3.0,14.379579067230225,10.0,1.0,
557,2025-07-24 22:21:33,cs2,500.0,20.0,,,True,False,[[-1.04407674]],True,50,20,0.01,,,,,,1.0348939895629885,,,
558,2025-07-24 22:21:51,cs3,500.0,5.0,20.0,0.05,True,False,[[26.81256753]],True,50,20,0.01,,,,,,756.3159508705139,,,7.0
559,2025-07-24 22:34:28,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.2127208709716797,,,
560,2025-07-24 22:34:36,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.29865476]],True,50,20,0.01,0.8,3.0,0.85,,3.0,6.751236915588379,,,
561,2025-07-24 22:34:50,cs1,500.0,5.0,20.0,0.05,True,False,[[7.15468299]],True,50,20,0.1,0.8,3.0,0.85,,3.0,14.29377293586731,10.0,1.0,
562,2025-07-24 22:34:52,cs2,500.0,20.0,,,True,False,[[-0.97667492]],True,50,20,0.1,,,,,,0.956820011138916,,,
563,2025-07-24 22:35:13,cs3,500.0,5.0,20.0,0.05,True,False,[[265.83095119]],True,50,20,0.1,,,,,,824.5658440589905,,,7.0
564,2025-07-24 22:48:57,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,0.8247978687286377,,,
565,2025-07-24 22:49:05,cs5,500.0,5.0,20.0,0.05,True,False,[[27.97172851]],True,50,20,0.1,0.8,3.0,0.85,,3.0,7.141773700714111,,,
566,2025-07-24 22:49:20,cs1,500.0,5.0,20.0,0.05,True,False,[[3.22013506]],True,50,20,0.05,0.8,3.0,0.85,,3.0,14.171813011169434,10.0,1.0,
567,2025-07-24 22:49:22,cs2,500.0,20.0,,,True,True,[[1.29481339]],True,50,20,0.05,,,,,,0.5463929176330566,,,
568,2025-07-24 22:49:41,cs3,500.0,5.0,20.0,0.05,True,False,[[132.08806086]],True,50,20,0.05,,,,,,738.8175749778748,,,7.0
569,2025-07-24 23:02:00,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,0.9571421146392822,,,
570,2025-07-24 23:02:08,cs5,500.0,5.0,20.0,0.05,True,False,[[1.7572837]],True,50,20,0.05,0.8,3.0,0.85,,3.0,6.872929096221924,,,
571,2025-07-24 23:02:27,cs1,500.0,5.0,20.0,0.05,True,False,[[10.38263749]],True,50,10,0.01,0.8,3.0,0.85,,5.0,18.80146098136902,10.0,1.0,
572,2025-07-24 23:02:29,cs2,500.0,20.0,,,True,False,[[-1.04485733]],True,50,10,0.01,,,,,,0.7209568023681641,,,
573,2025-07-24 23:02:33,cs3,500.0,5.0,20.0,0.05,True,False,[[14.7395151]],True,50,10,0.01,,,,,,5.599908113479614,,,3.0
574,2025-07-24 23:02:39,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.425994873046875,,,
575,2025-07-24 23:02:47,cs5,500.0,5.0,20.0,0.05,True,False,[[0.49304569]],True,50,10,0.01,0.8,3.0,0.85,,5.0,7.649809122085571,,,
576,2025-07-24 23:03:06,cs1,500.0,5.0,20.0,0.05,True,False,[[45.09686372]],True,50,10,0.1,0.8,3.0,0.85,,5.0,19.4491708278656,10.0,1.0,
577,2025-07-24 23:03:09,cs2,500.0,20.0,,,True,True,[[-0.17205475]],True,50,10,0.1,,,,,,0.4282691478729248,,,
578,2025-07-24 23:03:10,cs3,500.0,5.0,20.0,0.05,True,False,[[154.03584459]],True,50,10,0.1,,,,,,5.76298189163208,,,3.0
579,2025-07-24 23:03:16,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.4561679363250732,,,
580,2025-07-24 23:03:24,cs5,500.0,5.0,20.0,0.05,True,False,[[15.05766113]],True,50,10,0.1,0.8,3.0,0.85,,5.0,8.11232304573059,,,
581,2025-07-24 23:03:42,cs1,500.0,5.0,20.0,0.05,True,False,[[69.12436405]],True,50,10,0.05,0.8,3.0,0.85,,5.0,18.173852920532227,10.0,1.0,
582,2025-07-24 23:03:45,cs2,500.0,20.0,,,True,True,[[0.79636699]],True,50,10,0.05,,,,,,0.6578643321990967,,,
583,2025-07-24 23:03:46,cs3,500.0,5.0,20.0,0.05,True,False,[[76.6485099]],True,50,10,0.05,,,,,,5.8913421630859375,,,3.0
584,2025-07-24 23:03:52,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.6546120643615723,,,
585,2025-07-24 23:04:01,cs5,500.0,5.0,20.0,0.05,True,False,[[7.25210089]],True,50,10,0.05,0.8,3.0,0.85,,5.0,8.091172695159912,,,
586,2025-07-24 23:04:23,cs1,500.0,5.0,20.0,0.05,True,False,[[0.78338575]],True,50,15,0.01,0.8,3.0,0.85,,5.0,22.34374094009399,10.0,1.0,
587,2025-07-24 23:04:25,cs2,500.0,20.0,,,True,False,[[-1.04463039]],True,50,15,0.01,,,,,,1.0185048580169678,,,
588,2025-07-24 23:04:27,cs3,500.0,5.0,20.0,0.05,True,False,[[14.76225442]],True,50,15,0.01,,,,,,9.260034084320068,,,3.0
589,2025-07-24 23:04:37,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.623406171798706,,,
590,2025-07-24 23:04:48,cs5,500.0,5.0,20.0,0.05,True,False,[[0.51210603]],True,50,15,0.01,0.8,3.0,0.85,,5.0,10.30555272102356,,,
591,2025-07-24 23:05:10,cs1,500.0,5.0,20.0,0.05,True,False,[[109.35647082]],True,50,15,0.1,0.8,3.0,0.85,,5.0,22.417622089385983,10.0,1.0,
592,2025-07-24 23:05:13,cs2,500.0,20.0,,,True,False,[[-0.97300446]],True,50,15,0.1,,,,,,0.8245511054992676,,,
593,2025-07-24 23:05:14,cs3,500.0,5.0,20.0,0.05,True,False,[[155.00279123]],True,50,15,0.1,,,,,,8.901278972625732,,,3.0
594,2025-07-24 23:05:23,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.5728778839111328,,,
595,2025-07-24 23:05:34,cs5,500.0,5.0,20.0,0.05,True,False,[[13.30997551]],True,50,15,0.1,0.8,3.0,0.85,,5.0,10.209629774093628,,,
596,2025-07-24 23:05:57,cs1,500.0,5.0,20.0,0.05,True,False,[[37.89547655]],True,50,15,0.05,0.8,3.0,0.85,,5.0,22.547770023345947,10.0,1.0,
597,2025-07-24 23:05:59,cs2,500.0,20.0,,,True,False,[[-0.99591609]],True,50,15,0.05,,,,,,1.0657589435577393,,,
598,2025-07-24 23:06:01,cs3,500.0,5.0,20.0,0.05,True,False,[[77.09201539]],True,50,15,0.05,,,,,,10.064651012420654,,,3.0
599,2025-07-24 23:06:11,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.6546080112457275,,,
600,2025-07-24 23:06:21,cs5,500.0,5.0,20.0,0.05,True,False,[[6.23261674]],True,50,15,0.05,0.8,3.0,0.85,,5.0,9.548238039016724,,,
601,2025-07-24 23:06:46,cs1,500.0,5.0,20.0,0.05,True,False,[[0.77384765]],True,50,20,0.01,0.8,3.0,0.85,,5.0,24.53552794456482,10.0,1.0,
602,2025-07-24 23:06:49,cs2,500.0,20.0,,,True,False,[[-0.68580813]],True,50,20,0.01,,,,,,1.8304986953735352,,,
603,2025-07-24 23:06:52,cs3,500.0,5.0,20.0,0.05,True,False,[[14.7617558]],True,50,20,0.01,,,,,,16.63821792602539,,,3.0
604,2025-07-24 23:07:08,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,0.9241209030151368,,,
605,2025-07-24 23:07:22,cs5,500.0,5.0,20.0,0.05,True,False,[[0.51183223]],True,50,20,0.01,0.8,3.0,0.85,,5.0,12.80165195465088,,,
606,2025-07-24 23:07:47,cs1,500.0,5.0,20.0,0.05,True,False,[[99.1800161]],True,50,20,0.1,0.8,3.0,0.85,,5.0,24.888144731521606,10.0,1.0,
607,2025-07-24 23:07:50,cs2,500.0,20.0,,,True,False,[[70.48263742]],True,50,20,0.1,,,,,,0.7604348659515381,,,
608,2025-07-24 23:07:52,cs3,500.0,5.0,20.0,0.05,True,False,[[154.87941143]],True,50,20,0.1,,,,,,15.516644954681396,,,3.0
609,2025-07-24 23:08:07,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,1.3528261184692385,,,
610,2025-07-24 23:08:20,cs5,500.0,5.0,20.0,0.05,True,False,[[90.30799393]],True,50,20,0.1,0.8,3.0,0.85,,5.0,10.922882080078123,,,
611,2025-07-24 23:08:42,cs1,500.0,5.0,20.0,0.05,True,False,[[30.51358584]],False,50,20,0.05,0.8,3.0,0.85,,5.0,22.268741846084595,10.0,1.0,
612,2025-07-24 23:08:44,cs2,500.0,20.0,,,True,False,[[-1.00594964]],True,50,20,0.05,,,,,,0.9933900833129884,,,
613,2025-07-24 23:08:47,cs3,500.0,5.0,20.0,0.05,True,False,[[77.0745134]],True,50,20,0.05,,,,,,14.791476249694824,,,3.0
614,2025-07-24 23:09:01,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,0.9348301887512208,,,
615,2025-07-24 23:09:13,cs5,500.0,5.0,20.0,0.05,True,False,[[5.8804457]],True,50,20,0.05,0.8,3.0,0.85,,5.0,10.76030206680298,,,
616,2025-07-24 23:09:33,cs1,500.0,5.0,20.0,0.05,True,False,[[3.91832935]],True,50,10,0.01,0.8,3.0,0.85,,5.0,19.494214057922363,10.0,1.0,
617,2025-07-24 23:09:35,cs2,500.0,20.0,,,True,False,[[-1.04288611]],True,50,10,0.01,,,,,,0.7233679294586182,,,
618,2025-07-24 23:09:38,cs3,500.0,5.0,20.0,0.05,True,False,[[14.8417965]],True,50,10,0.01,,,,,,19.997357845306396,,,5.0
619,2025-07-24 23:09:58,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.5591921806335449,,,
620,2025-07-24 23:10:07,cs5,500.0,5.0,20.0,0.05,True,False,[[0.49304569]],True,50,10,0.01,0.8,3.0,0.85,,5.0,8.55810809135437,,,
621,2025-07-24 23:10:27,cs1,500.0,5.0,20.0,0.05,True,False,[[45.09686372]],True,50,10,0.1,0.8,3.0,0.85,,5.0,20.22591495513916,10.0,1.0,
622,2025-07-24 23:10:30,cs2,500.0,20.0,,,True,True,[[-0.96137693]],True,50,10,0.1,,,,,,0.4751241207122803,,,
623,2025-07-24 23:10:32,cs3,500.0,5.0,20.0,0.05,True,False,[[155.56328602]],True,50,10,0.1,,,,,,17.434324979782104,,,5.0
624,2025-07-24 23:10:50,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.6194639205932617,,,
625,2025-07-24 23:10:59,cs5,500.0,5.0,20.0,0.05,True,False,[[15.05766113]],True,50,10,0.1,0.8,3.0,0.85,,5.0,8.536493062973022,,,
