Serial No.,Date,Type,No Samples,Surrogate Nodes,CQR Nodes,CQR Alpha,Initial Condition,Optimizer Success,Closed Loop Cost,Boundary Violation,Iterations,MPC Horizon,MPC Input Cost,ICBMPC Tightner,ICBMPC Random Sampling,ICBMPC Confidence Cutoff,MPC Setpoint,ICBMPC Max Search,Time,LQR r,LQR q,MPC Robust Horizon
1,7/24/25 17:35,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.6157706]],True,50,10,0.01,0.8,1.0,0.85,,3.0,10.855876922607422,10.0,1.0,
2,7/24/25 17:35,cs2,500.0,20.0,,,True,False,[[-1.04365913]],True,50,10,0.01,,,,,,0.621912956,,,
3,7/24/25 17:35,cs3,500.0,5.0,20.0,0.05,True,False,[[14.7395151]],True,50,10,0.01,,,,,,5.845935821533203,,,3.0
4,7/24/25 17:36,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.5451021194458008,,,
5,7/24/25 17:36,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.60740909]],True,50,10,0.01,0.8,1.0,0.85,,3.0,3.9806699752807617,,,
6,7/24/25 17:36,cs1,500.0,5.0,20.0,0.05,True,False,[[2.94535585]],True,50,10,0.1,0.8,1.0,0.85,,3.0,10.164922952651978,10.0,1.0,
7,7/24/25 17:36,cs2,500.0,20.0,,,True,False,[[-0.94843251]],True,50,10,0.1,,,,,,0.6290042400360107,,,
8,7/24/25 17:36,cs3,500.0,5.0,20.0,0.05,True,False,[[154.03584459]],True,50,10,0.1,,,,,,5.9406468868255615,,,3.0
9,7/24/25 17:36,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.4765388965606689,,,
10,7/24/25 17:36,cs5,500.0,5.0,20.0,0.05,True,False,[[3.29212122]],True,50,10,0.1,0.8,1.0,0.85,,3.0,3.6461589336395264,,,
11,7/24/25 17:36,cs1,500.0,5.0,20.0,0.05,True,False,[[1.02794576]],True,50,10,0.05,0.8,1.0,0.85,,3.0,9.725589990615845,10.0,1.0,
12,7/24/25 17:36,cs2,500.0,20.0,,,True,True,[[-0.37541997]],True,50,10,0.05,,,,,,0.4053740501403808,,,
13,7/24/25 17:36,cs3,500.0,5.0,20.0,0.05,True,False,[[76.6485099]],True,50,10,0.05,,,,,,5.556221247,,,3.0
14,7/24/25 17:36,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.4135689735412597,,,
15,7/24/25 17:36,cs5,500.0,5.0,20.0,0.05,True,False,[[1.07526965]],True,50,10,0.05,0.8,1.0,0.85,,3.0,3.4721710681915283,,,
16,7/24/25 17:37,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.51471587]],True,50,15,0.01,0.8,1.0,0.85,,3.0,10.63817286491394,10.0,1.0,
17,7/24/25 17:37,cs2,500.0,20.0,,,True,True,[[-1.04113419]],True,50,15,0.01,,,,,,0.5745558738708496,,,
18,7/24/25 17:37,cs3,500.0,5.0,20.0,0.05,True,False,[[14.76225442]],True,50,15,0.01,,,,,,9.192153215408323,,,3.0
19,7/24/25 17:37,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.6073458194732666,,,
20,7/24/25 17:37,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.57280414]],True,50,15,0.01,0.8,1.0,0.85,,3.0,4.584067106246948,,,
21,7/24/25 17:37,cs1,500.0,5.0,20.0,0.05,True,False,[[2.80795197]],True,50,15,0.1,0.8,1.0,0.85,,3.0,10.88433003425598,10.0,1.0,
22,7/24/25 17:37,cs2,500.0,20.0,,,True,True,[[16.29407271]],True,50,15,0.1,,,,,,0.500889778,,,
23,7/24/25 17:37,cs3,500.0,5.0,20.0,0.05,True,False,[[155.00279123]],True,50,15,0.1,,,,,,8.999959230422974,,,3.0
24,7/24/25 17:37,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.6051077842712402,,,
25,7/24/25 17:37,cs5,500.0,5.0,20.0,0.05,True,False,[[2.58095675]],True,50,15,0.1,0.8,1.0,0.85,,3.0,4.635061979293823,,,
26,7/24/25 17:38,cs1,500.0,5.0,20.0,0.05,True,False,[[0.91504315]],True,50,15,0.05,0.8,1.0,0.85,,3.0,10.897062301635742,10.0,1.0,
27,7/24/25 17:38,cs2,500.0,20.0,,,True,True,[[-0.72818489]],True,50,15,0.05,,,,,,0.5056030750274658,,,
28,7/24/25 17:38,cs3,500.0,5.0,20.0,0.05,True,False,[[77.09201539]],True,50,15,0.05,,,,,,9.930026292800903,,,3.0
29,7/24/25 17:38,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.6200878620147705,,,
30,7/24/25 17:38,cs5,500.0,5.0,20.0,0.05,True,False,[[0.82962546]],True,50,15,0.05,0.8,1.0,0.85,,3.0,4.6219940185546875,,,
31,7/24/25 17:38,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.60521841]],True,50,20,0.01,0.8,1.0,0.85,,3.0,12.35166311264038,10.0,1.0,
32,7/24/25 17:38,cs2,500.0,20.0,,,True,False,[[-1.04358891]],True,50,20,0.01,,,,,,1.0535321235656738,,,
33,7/24/25 17:38,cs3,500.0,5.0,20.0,0.05,True,False,[[14.7617558]],True,50,20,0.01,,,,,,17.16660475730896,,,3.0
34,7/24/25 17:38,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.1424062252044678,,,
35,7/24/25 17:39,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.64726736]],True,50,20,0.01,0.8,1.0,0.85,,3.0,6.173428773880005,,,
36,7/24/25 17:39,cs1,500.0,5.0,20.0,0.05,True,False,[[2.46395209]],True,50,20,0.1,0.8,1.0,0.85,,3.0,12.532349824905396,10.0,1.0,
37,7/24/25 17:39,cs2,500.0,20.0,,,True,True,[[-0.97305145]],True,50,20,0.1,,,,,,0.6416788101196289,,,
38,7/24/25 17:39,cs3,500.0,5.0,20.0,0.05,True,False,[[154.87941143]],True,50,20,0.1,,,,,,15.54240107536316,,,3.0
39,7/24/25 17:39,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,0.959991217,,,
40,7/24/25 17:39,cs5,500.0,5.0,20.0,0.05,True,False,[[2.13191992]],True,50,20,0.1,0.8,1.0,0.85,,3.0,5.907482147216797,,,
41,7/24/25 17:39,cs1,500.0,5.0,20.0,0.05,True,False,[[1.27917869]],True,50,20,0.05,0.8,1.0,0.85,,3.0,12.50550389289856,10.0,1.0,
42,7/24/25 17:39,cs2,500.0,20.0,,,True,True,[[-0.73278487]],False,50,20,0.05,,,,,,0.6845099925994873,,,
43,7/24/25 17:40,cs3,500.0,5.0,20.0,0.05,True,False,[[77.0745134]],True,50,20,0.05,,,,,,15.447710037231444,,,3.0
44,7/24/25 17:40,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,1.0761022567749023,,,
45,7/24/25 17:40,cs5,500.0,5.0,20.0,0.05,True,False,[[0.98869938]],True,50,20,0.05,0.8,1.0,0.85,,3.0,5.818553924560547,,,
46,7/24/25 17:40,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.56230892]],True,50,10,0.01,0.8,1.0,0.85,,3.0,9.470889091,10.0,1.0,
47,7/24/25 17:40,cs2,500.0,20.0,,,True,False,[[-1.03871347]],True,50,10,0.01,,,,,,0.6824710369110107,,,
48,7/24/25 17:40,cs3,500.0,5.0,20.0,0.05,True,False,[[14.8417965]],True,50,10,0.01,,,,,,19.44482707977295,,,5.0
49,7/24/25 17:40,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.4377999305725097,,,
50,7/24/25 17:41,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.60740909]],True,50,10,0.01,0.8,1.0,0.85,,3.0,3.5881500244140625,,,
51,7/24/25 17:41,cs1,500.0,5.0,20.0,0.05,True,False,[[2.94535585]],True,50,10,0.1,0.8,1.0,0.85,,3.0,9.576545954,10.0,1.0,
52,7/24/25 17:41,cs2,500.0,20.0,,,True,True,[[-0.46379144]],True,50,10,0.1,,,,,,0.4541230201721191,,,
53,7/24/25 17:41,cs3,500.0,5.0,20.0,0.05,True,False,[[155.56328602]],True,50,10,0.1,,,,,,16.722513914108276,,,5.0
54,7/24/25 17:41,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.4160621166229248,,,
55,7/24/25 17:41,cs5,500.0,5.0,20.0,0.05,True,False,[[3.29212122]],True,50,10,0.1,0.8,1.0,0.85,,3.0,3.516278028488159,,,
56,7/24/25 17:41,cs1,500.0,5.0,20.0,0.05,True,False,[[1.02794576]],True,50,10,0.05,0.8,1.0,0.85,,3.0,10.044069290161133,10.0,1.0,
57,7/24/25 17:41,cs2,500.0,20.0,,,True,True,[[-0.37593045]],False,50,10,0.05,,,,,,0.5522620677947998,,,
58,7/24/25 17:41,cs3,500.0,5.0,20.0,0.05,True,False,[[77.38488824]],True,50,10,0.05,,,,,,17.48367214202881,,,5.0
59,7/24/25 17:42,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.472888708,,,
60,7/24/25 17:42,cs5,500.0,5.0,20.0,0.05,True,False,[[1.07526965]],True,50,10,0.05,0.8,1.0,0.85,,3.0,3.6701371669769287,,,
61,7/24/25 17:42,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.51471587]],True,50,15,0.01,0.8,1.0,0.85,,3.0,10.853204011917114,10.0,1.0,
62,7/24/25 17:42,cs2,500.0,20.0,,,True,False,[[-1.0307942]],True,50,15,0.01,,,,,,0.6836109161376953,,,
63,7/24/25 17:42,cs3,500.0,5.0,20.0,0.05,True,False,[[18.04177476]],True,50,15,0.01,,,,,,55.145500898361206,,,5.0
64,7/24/25 17:43,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.6666719913482666,,,
65,7/24/25 17:43,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.57280414]],True,50,15,0.01,0.8,1.0,0.85,,3.0,4.862493991851807,,,
66,7/24/25 17:43,cs1,500.0,5.0,20.0,0.05,True,False,[[2.80795197]],True,50,15,0.1,0.8,1.0,0.85,,3.0,10.93813180923462,10.0,1.0,
67,7/24/25 17:43,cs2,500.0,20.0,,,True,True,[[-0.97401401]],True,50,15,0.1,,,,,,0.5499839782714844,,,
68,7/24/25 17:43,cs3,500.0,5.0,20.0,0.05,True,False,[[192.36272416]],True,50,15,0.1,,,,,,62.99643588066101,,,5.0
69,7/24/25 17:44,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.7018251419067383,,,
70,7/24/25 17:44,cs5,500.0,5.0,20.0,0.05,True,False,[[2.58095675]],True,50,15,0.1,0.8,1.0,0.85,,3.0,4.9722442626953125,,,
71,7/24/25 17:45,cs1,500.0,5.0,20.0,0.05,True,False,[[0.91504315]],True,50,15,0.05,0.8,1.0,0.85,,3.0,11.324520111083984,10.0,1.0,
72,7/24/25 17:45,cs2,500.0,20.0,,,True,True,[[3.21329832]],True,50,15,0.05,,,,,,0.4844269752502441,,,
73,7/24/25 17:45,cs3,500.0,5.0,20.0,0.05,True,False,[[95.50032824]],True,50,15,0.05,,,,,,61.29541206359863,,,5.0
74,7/24/25 17:46,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.6101241111755371,,,
75,7/24/25 17:46,cs5,500.0,5.0,20.0,0.05,True,False,[[0.82962546]],True,50,15,0.05,0.8,1.0,0.85,,3.0,4.645398855209351,,,
76,7/24/25 17:46,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.60521841]],True,50,20,0.01,0.8,1.0,0.85,,3.0,12.549199104309082,10.0,1.0,
77,7/24/25 17:46,cs2,500.0,20.0,,,True,False,[[-1.03469875]],True,50,20,0.01,,,,,,0.8723278045654297,,,
78,7/24/25 17:46,cs3,500.0,5.0,20.0,0.05,True,False,[[18.27467634]],True,50,20,0.01,,,,,,138.6626250743866,,,5.0
79,7/24/25 17:49,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.0591130256652832,,,
80,7/24/25 17:49,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.64726736]],True,50,20,0.01,0.8,1.0,0.85,,3.0,5.924291133880615,,,
81,7/24/25 17:49,cs1,500.0,5.0,20.0,0.05,True,False,[[2.46395209]],True,50,20,0.1,0.8,1.0,0.85,,3.0,12.453655242919922,10.0,1.0,
82,7/24/25 17:49,cs2,500.0,20.0,,,True,True,[[-0.96979231]],True,50,20,0.1,,,,,,0.6628541946411133,,,
83,7/24/25 17:49,cs3,500.0,5.0,20.0,0.05,True,False,[[191.15318738]],True,50,20,0.1,,,,,,122.04191207885742,,,5.0
84,7/24/25 17:51,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,0.963149071,,,
85,7/24/25 17:51,cs5,500.0,5.0,20.0,0.05,True,False,[[2.13191992]],True,50,20,0.1,0.8,1.0,0.85,,3.0,5.928622007369995,,,
86,7/24/25 17:51,cs1,500.0,5.0,20.0,0.05,True,False,[[1.27917869]],True,50,20,0.05,0.8,1.0,0.85,,3.0,12.56071115,10.0,1.0,
87,7/24/25 17:51,cs2,500.0,20.0,,,True,False,[[-1.00644587]],True,50,20,0.05,,,,,,1.0610947608947754,,,
88,7/24/25 17:52,cs3,500.0,5.0,20.0,0.05,True,False,[[94.68201572]],True,50,20,0.05,,,,,,117.70490074157716,,,5.0
89,7/24/25 17:53,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,1.1255669593811035,,,
90,7/24/25 17:54,cs5,500.0,5.0,20.0,0.05,True,False,[[0.98869938]],True,50,20,0.05,0.8,1.0,0.85,,3.0,6.231307029724121,,,
91,7/24/25 17:54,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.56230892]],True,50,10,0.01,0.8,1.0,0.85,,3.0,10.08163309,10.0,1.0,
92,7/24/25 17:54,cs2,500.0,20.0,,,True,True,[[-1.04114942]],True,50,10,0.01,,,,,,0.3706040382385254,,,
93,7/24/25 17:54,cs3,500.0,5.0,20.0,0.05,True,False,[[14.85844507]],True,50,10,0.01,,,,,,66.69657683372498,,,7.0
94,7/24/25 17:55,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.4540507793426513,,,
95,7/24/25 17:55,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.60740909]],True,50,10,0.01,0.8,1.0,0.85,,3.0,3.6953768730163574,,,
96,7/24/25 17:55,cs1,500.0,5.0,20.0,0.05,True,False,[[2.94535585]],True,50,10,0.1,0.8,1.0,0.85,,3.0,9.621080875396729,10.0,1.0,
97,7/24/25 17:55,cs2,500.0,20.0,,,True,True,[[-0.37277369]],True,50,10,0.1,,,,,,0.4545600414276123,,,
98,7/24/25 17:55,cs3,500.0,5.0,20.0,0.05,True,False,[[156.06274605]],True,50,10,0.1,,,,,,61.69381571,,,7.0
99,7/24/25 17:56,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.4257709980010986,,,
100,7/24/25 17:57,cs5,500.0,5.0,20.0,0.05,True,False,[[3.29212122]],True,50,10,0.1,0.8,1.0,0.85,,3.0,3.5134739875793457,,,
101,7/24/25 17:57,cs1,500.0,5.0,20.0,0.05,True,False,[[1.02794576]],True,50,10,0.05,0.8,1.0,0.85,,3.0,9.534773111343384,10.0,1.0,
102,7/24/25 17:57,cs2,500.0,20.0,,,True,False,[[-0.86668992]],True,50,10,0.05,,,,,,0.5780501365661621,,,
103,7/24/25 17:57,cs3,500.0,5.0,20.0,0.05,True,False,[[77.61759696]],True,50,10,0.05,,,,,,62.40049886703491,,,7.0
104,7/24/25 17:58,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.4562191963195801,,,
105,7/24/25 17:58,cs5,500.0,5.0,20.0,0.05,True,False,[[1.07526965]],True,50,10,0.05,0.8,1.0,0.85,,3.0,3.6820459365844727,,,
106,7/24/25 17:58,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.51471587]],True,50,15,0.01,0.8,1.0,0.85,,3.0,10.991004943847656,10.0,1.0,
107,7/24/25 17:58,cs2,500.0,20.0,,,True,True,[[-0.83773161]],False,50,15,0.01,,,,,,0.7291109561920166,,,
108,7/24/25 17:58,cs3,500.0,5.0,20.0,0.05,True,False,[[18.62535905]],True,50,15,0.01,,,,,,220.97770595550537,,,7.0
109,7/24/25 18:02,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.6711711883544922,,,
110,7/24/25 18:02,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.57280414]],True,50,15,0.01,0.8,1.0,0.85,,3.0,4.923339128494263,,,
111,7/24/25 18:02,cs1,500.0,5.0,20.0,0.05,True,False,[[2.80795197]],True,50,15,0.1,0.8,1.0,0.85,,3.0,11.030524969100952,10.0,1.0,
112,7/24/25 18:02,cs2,500.0,20.0,,,True,False,[[5.23072347]],True,50,15,0.1,,,,,,0.562133789,,,
113,7/24/25 18:03,cs3,500.0,5.0,20.0,0.05,True,False,[[193.4928625]],True,50,15,0.1,,,,,,227.90508008003235,,,7.0
114,7/24/25 18:06,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.6387717723846436,,,
115,7/24/25 18:07,cs5,500.0,5.0,20.0,0.05,True,False,[[2.58095675]],True,50,15,0.1,0.8,1.0,0.85,,3.0,4.8189098834991455,,,
116,7/24/25 18:07,cs1,500.0,5.0,20.0,0.05,True,False,[[0.91504315]],True,50,15,0.05,0.8,1.0,0.85,,3.0,11.11088204,10.0,1.0,
117,7/24/25 18:07,cs2,500.0,20.0,,,True,True,[[-0.99449175]],True,50,15,0.05,,,,,,0.6394960880279541,,,
118,7/24/25 18:07,cs3,500.0,5.0,20.0,0.05,True,False,[[96.35059088]],True,50,15,0.05,,,,,,227.07349133491516,,,7.0
119,7/24/25 18:11,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.628781796,,,
120,7/24/25 18:11,cs5,500.0,5.0,20.0,0.05,True,False,[[0.82962546]],True,50,15,0.05,0.8,1.0,0.85,,3.0,4.740966797,,,
121,7/24/25 18:11,cs1,500.0,5.0,20.0,0.05,True,False,[[-0.60521841]],True,50,20,0.01,0.8,1.0,0.85,,3.0,12.255295038223268,10.0,1.0,
122,7/24/25 18:11,cs2,500.0,20.0,,,True,True,[[-0.73883757]],True,50,20,0.01,,,,,,0.6241199970245361,,,
123,7/24/25 18:11,cs3,500.0,5.0,20.0,0.05,True,False,[[26.81256753]],True,50,20,0.01,,,,,,762.9521181583405,,,7.0
124,7/24/25 18:24,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.1612420082092283,,,
125,7/24/25 18:24,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.64726736]],True,50,20,0.01,0.8,1.0,0.85,,3.0,6.2748870849609375,,,
126,7/24/25 18:24,cs1,500.0,5.0,20.0,0.05,True,False,[[2.46395209]],True,50,20,0.1,0.8,1.0,0.85,,3.0,12.760141134262083,10.0,1.0,
127,7/24/25 18:25,cs2,500.0,20.0,,,True,False,[[-0.97375868]],True,50,20,0.1,,,,,,0.7796463966369629,,,
128,7/24/25 18:25,cs3,500.0,5.0,20.0,0.05,True,False,[[265.83095119]],True,50,20,0.1,,,,,,826.0989523,,,7.0
129,7/24/25 18:39,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,0.8767638206481934,,,
130,7/24/25 18:39,cs5,500.0,5.0,20.0,0.05,True,False,[[2.13191992]],True,50,20,0.1,0.8,1.0,0.85,,3.0,5.573390245437622,,,
131,7/24/25 18:39,cs1,500.0,5.0,20.0,0.05,True,False,[[1.27917869]],True,50,20,0.05,0.8,1.0,0.85,,3.0,11.879250764846802,10.0,1.0,
132,7/24/25 18:39,cs2,500.0,20.0,,,True,False,[[-1.00161715]],True,50,20,0.05,,,,,,0.8391501903533936,,,
133,7/24/25 18:39,cs3,500.0,5.0,20.0,0.05,True,False,[[132.08806086]],True,50,20,0.05,,,,,,738.4617931842804,,,7.0
134,7/24/25 18:52,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,0.978550911,,,
135,7/24/25 18:52,cs5,500.0,5.0,20.0,0.05,True,False,[[0.98869938]],True,50,20,0.05,0.8,1.0,0.85,,3.0,5.569297790527344,,,
136,7/24/25 18:52,cs1,500.0,5.0,20.0,0.05,True,False,[[0.12397177]],True,50,10,0.01,0.8,1.0,0.85,,5.0,15.279623031616213,10.0,1.0,
137,7/24/25 18:52,cs2,500.0,20.0,,,True,False,[[-1.04265487]],True,50,10,0.01,,,,,,0.6380949020385742,,,
138,7/24/25 18:52,cs3,500.0,5.0,20.0,0.05,True,False,[[14.7395151]],True,50,10,0.01,,,,,,5.473372936248779,,,3.0
139,7/24/25 18:52,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.4134120941162109,,,
140,7/24/25 18:52,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.0278372]],True,50,10,0.01,0.8,1.0,0.85,,5.0,5.317559003829956,,,
141,7/24/25 18:52,cs1,500.0,5.0,20.0,0.05,True,False,[[66.95225552]],True,50,10,0.1,0.8,1.0,0.85,,5.0,15.017076015472412,10.0,1.0,
142,7/24/25 18:53,cs2,500.0,20.0,,,True,True,[[12.63529571]],True,50,10,0.1,,,,,,0.3421347141265869,,,
143,7/24/25 18:53,cs3,500.0,5.0,20.0,0.05,True,False,[[154.03584459]],True,50,10,0.1,,,,,,5.516372442245483,,,3.0
144,7/24/25 18:53,cs4,,,,,True,True,[[68.43995295]],True,50,10,0.1,,,,,,0.4374878406524658,,,
145,7/24/25 18:53,cs5,500.0,5.0,20.0,0.05,True,False,[[8.41259698]],True,50,10,0.1,0.8,1.0,0.85,,5.0,5.832281827926636,,,
146,7/24/25 18:53,cs1,500.0,5.0,20.0,0.05,True,False,[[29.41119384]],True,50,10,0.05,0.8,1.0,0.85,,5.0,15.68293285369873,10.0,1.0,
147,7/24/25 18:53,cs2,500.0,20.0,,,True,False,[[-1.00136563]],True,50,10,0.05,,,,,,0.6603829860687256,,,
148,7/24/25 18:53,cs3,500.0,5.0,20.0,0.05,True,False,[[76.6485099]],True,50,10,0.05,,,,,,5.535258769989014,,,3.0
149,7/24/25 18:53,cs4,,,,,True,True,[[53.03413618]],True,50,10,0.05,,,,,,0.4205160140991211,,,
150,7/24/25 18:53,cs5,500.0,5.0,20.0,0.05,True,False,[[36.48230164]],True,50,10,0.05,0.8,1.0,0.85,,5.0,5.431293964385986,,,
151,7/24/25 18:54,cs1,500.0,5.0,20.0,0.05,True,False,[[0.29265109]],True,50,15,0.01,0.8,1.0,0.85,,5.0,17.324963092803955,10.0,1.0,
152,7/24/25 18:54,cs2,500.0,20.0,,,True,False,[[-0.72091314]],True,50,15,0.01,,,,,,1.0282697677612305,,,
153,7/24/25 18:54,cs3,500.0,5.0,20.0,0.05,True,False,[[14.76225442]],True,50,15,0.01,,,,,,9.246793985,,,3.0
154,7/24/25 18:54,cs4,,,,,True,True,[[5.26517841]],True,50,15,0.01,,,,,,0.6519260406494141,,,
155,7/24/25 18:54,cs5,500.0,5.0,20.0,0.05,True,False,[[0.06823688]],True,50,15,0.01,0.8,1.0,0.85,,5.0,7.385081052780151,,,
156,7/24/25 18:54,cs1,500.0,5.0,20.0,0.05,True,False,[[59.9669568]],True,50,15,0.1,0.8,1.0,0.85,,5.0,17.40373921394348,10.0,1.0,
157,7/24/25 18:54,cs2,500.0,20.0,,,True,True,[[-0.95065765]],True,50,15,0.1,,,,,,0.5785789489746094,,,
158,7/24/25 18:54,cs3,500.0,5.0,20.0,0.05,True,False,[[155.00279123]],True,50,15,0.1,,,,,,8.894403934,,,3.0
159,7/24/25 18:54,cs4,,,,,True,True,[[42.24007065]],True,50,15,0.1,,,,,,0.65053606,,,
160,7/24/25 18:55,cs5,500.0,5.0,20.0,0.05,True,False,[[9.34122528]],True,50,15,0.1,0.8,1.0,0.85,,5.0,7.382736206054688,,,
161,7/24/25 18:55,cs1,500.0,5.0,20.0,0.05,True,False,[[21.15463876]],True,50,15,0.05,0.8,1.0,0.85,,5.0,17.264263153076172,10.0,1.0,
162,7/24/25 18:55,cs2,500.0,20.0,,,True,False,[[-1.00431349]],True,50,15,0.05,,,,,,0.8663277626037598,,,
163,7/24/25 18:55,cs3,500.0,5.0,20.0,0.05,True,False,[[77.09201539]],True,50,15,0.05,,,,,,9.729552984237673,,,3.0
164,7/24/25 18:55,cs4,,,,,True,True,[[26.86997691]],True,50,15,0.05,,,,,,0.6227600574493408,,,
165,7/24/25 18:55,cs5,500.0,5.0,20.0,0.05,True,False,[[3.70216288]],True,50,15,0.05,0.8,1.0,0.85,,5.0,7.267601967,,,
166,7/24/25 18:56,cs1,500.0,5.0,20.0,0.05,True,False,[[0.30946311]],True,50,20,0.01,0.8,1.0,0.85,,5.0,19.221564054489136,10.0,1.0,
167,7/24/25 18:56,cs2,500.0,20.0,,,True,False,[[-1.04222998]],True,50,20,0.01,,,,,,1.021514892578125,,,
168,7/24/25 18:56,cs3,500.0,5.0,20.0,0.05,True,False,[[14.7617558]],True,50,20,0.01,,,,,,16.650732040405273,,,3.0
169,7/24/25 18:56,cs4,,,,,True,True,[[0.09036176]],True,50,20,0.01,,,,,,1.0163838863372805,,,
170,7/24/25 18:56,cs5,500.0,5.0,20.0,0.05,True,False,[[0.06875946]],True,50,20,0.01,0.8,1.0,0.85,,5.0,9.189764976501465,,,
171,7/24/25 18:56,cs1,500.0,5.0,20.0,0.05,True,False,[[10.39469732]],True,50,20,0.1,0.8,1.0,0.85,,5.0,19.414090871810913,10.0,1.0,
172,7/24/25 18:56,cs2,500.0,20.0,,,True,True,[[-0.45743641]],True,50,20,0.1,,,,,,0.6239850521087646,,,
173,7/24/25 18:56,cs3,500.0,5.0,20.0,0.05,True,False,[[154.87941143]],True,50,20,0.1,,,,,,15.62360906600952,,,3.0
174,7/24/25 18:57,cs4,,,,,True,True,[[5.92294684]],False,50,20,0.1,,,,,,0.959496021,,,
175,7/24/25 18:57,cs5,500.0,5.0,20.0,0.05,True,False,[[33.11597577]],True,50,20,0.1,0.8,1.0,0.85,,5.0,9.057406902313232,,,
176,7/24/25 18:57,cs1,500.0,5.0,20.0,0.05,True,False,[[13.66150609]],True,50,20,0.05,0.8,1.0,0.85,,5.0,19.26632022857666,10.0,1.0,
177,7/24/25 18:57,cs2,500.0,20.0,,,True,False,[[-1.00521132]],True,50,20,0.05,,,,,,0.9712810516357422,,,
178,7/24/25 18:57,cs3,500.0,5.0,20.0,0.05,True,False,[[77.0745134]],True,50,20,0.05,,,,,,15.193142890930176,,,3.0
179,7/24/25 18:58,cs4,,,,,True,True,[[2.74589033]],False,50,20,0.05,,,,,,0.9979918003082277,,,
180,7/24/25 18:58,cs5,500.0,5.0,20.0,0.05,True,False,[[3.33800999]],True,50,20,0.05,0.8,1.0,0.85,,5.0,8.741978168487549,,,
181,7/24/25 18:58,cs1,500.0,5.0,20.0,0.05,True,False,[[0.19184058]],True,50,10,0.01,0.8,1.0,0.85,,5.0,15.413666248321531,10.0,1.0,
182,7/24/25 18:58,cs2,500.0,20.0,,,True,False,[[10.14358045]],True,50,10,0.01,,,,,,0.4270188808441162,,,
183,7/24/25 18:58,cs3,500.0,5.0,20.0,0.05,True,False,[[14.8417965]],True,50,10,0.01,,,,,,19.12090277671814,,,5.0
184,7/24/25 18:58,cs4,,,,,True,True,[[13.58945309]],True,50,10,0.01,,,,,,0.4228739738464355,,,
185,7/24/25 18:58,cs5,500.0,5.0,20.0,0.05,True,False,[[-0.0278372]],True,50,10,0.01,0.8,1.0,0.85,,5.0,5.416237115859985,,,
