Serial No.,Date,Type,No Samples,Surrogate Nodes,CQR Nodes,CQR Alpha,Initial Condition,Optimizer Success,Closed Loop Cost,Concentration Cb,Boundary Violation Probability,Iterations,MPC Horizon,MPC Input Cost,ICBMPC Tightner,ICBMPC Random Sampling,ICBMPC Confidence Cutoff,MPC Setpoint,ICBMPC Max Search,Time,LQR r,LQR q,MPC Robust Horizon
423,2025-07-30 21:00:20,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[288.23093845]],0.8943177750701227,0.0023036098978024,50,15,0.1,,,,,,405.5336651802063,,,5.0
424,2025-07-30 21:07:06,cs4,,,,,True,1.0,[[92.78395889]],0.952410877458188,1.8749146973862096e-07,50,15,0.1,,,,,,0.9629018306732178,,,
425,2025-07-30 21:07:19,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[432.67998073]],0.832222879696063,0.0011831597751734,50,15,0.1,1.0,1.0,0.8,,3.0,11.933763027191162,,,
426,2025-07-30 21:07:45,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[42.51931657]],0.8304638671553299,0.0012040002269487,50,20,0.01,1.0,1.0,0.8,,3.0,26.43350911140442,50.0,1.0,
427,2025-07-30 21:07:51,cs2,1000.0,20.0,,,True,0.66,[[-0.16877981]],0.9854039287333678,0.0018921130532304,50,20,0.01,,,,,,1.8134369850158691,,,
428,2025-07-30 21:07:57,cs3,1000.0,5.0,20.0,0.05,True,0.36,[[40.4328208]],0.924879192054671,0.0023629539829713,50,20,0.01,,,,,,1207.5888290405271,,,5.0
429,2025-07-30 21:28:05,cs4,,,,,True,1.0,[[79.07454757]],0.9554463151084892,1.8748965208177725e-07,50,20,0.01,,,,,,1.0402696132659912,,,
430,2025-07-30 21:28:17,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[42.52033521]],0.8306434187669839,0.001201264443234,50,20,0.01,1.0,1.0,0.8,,3.0,10.718003273010254,,,
431,2025-07-30 21:28:38,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[215.91871211]],0.8312464799470984,0.0011950809131321,50,20,0.05,1.0,1.0,0.8,,3.0,21.56942987442017,50.0,1.0,
432,2025-07-30 21:28:43,cs2,1000.0,20.0,,,True,0.04,[[24.98982006]],0.7559633086144727,0.0059546128764658,50,20,0.05,,,,,,1.2797367572784424,,,
433,2025-07-30 21:28:49,cs3,1000.0,5.0,20.0,0.05,True,0.14,[[179.09436961]],0.8868930790687135,0.0024839574574506,50,20,0.05,,,,,,1332.0598406791687,,,5.0
434,2025-07-30 21:51:01,cs4,,,,,True,1.0,[[230.51559538]],0.9543483530749226,1.8749360667457082e-07,50,20,0.05,,,,,,0.8002281188964844,,,
435,2025-07-30 21:51:12,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[215.92361422]],0.8313519971472079,0.0011931803579517,50,20,0.05,1.0,1.0,0.8,,3.0,10.121619939804075,,,
436,2025-07-30 21:51:32,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[432.66916519]],0.8315022426396488,0.0011921484474273,50,20,0.1,1.0,1.0,0.8,,3.0,19.784284830093384,50.0,1.0,
437,2025-07-30 21:51:36,cs2,1000.0,20.0,,,True,0.0,[[143.7511769]],0.7538259791742271,0.0061281300117707,50,20,0.1,,,,,,1.3210351467132568,,,
438,2025-07-30 21:51:42,cs3,1000.0,5.0,20.0,0.05,True,0.12,[[345.34494089]],0.8824655500328855,0.0023126308982974,50,20,0.1,,,,,,1299.940633058548,,,5.0
439,2025-07-30 22:13:22,cs4,,,,,True,1.0,[[222.07361405]],0.9526521706486808,1.8749693357414537e-07,50,20,0.1,,,,,,0.9170749187469482,,,
440,2025-07-30 22:13:34,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[432.67796148]],0.8315894484353862,0.0011904589358107,50,20,0.1,1.0,1.0,0.8,,3.0,10.43314790725708,,,
441,2025-07-30 22:14:00,cs1,1000.0,5.0,20.0,0.05,True,0.02,[[42.51669338]],0.8335425699525938,0.0011701711095601,50,10,0.01,1.0,1.0,0.8,,5.0,26.430596113204956,50.0,1.0,
442,2025-07-30 22:14:05,cs2,1000.0,20.0,,,True,0.0,[[12.90915306]],0.7397299318989261,0.0071938216717261,50,10,0.01,,,,,,1.1539418697357178,,,
443,2025-07-30 22:14:07,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[31.96477181]],0.8441104915953358,0.0003145540561422,50,10,0.01,,,,,,19.02208995819092,,,3.0
444,2025-07-30 22:14:26,cs4,,,,,True,1.0,[[11.84463124]],0.9526959860071664,1.874781134243208e-07,50,10,0.01,,,,,,0.5315542221069336,,,
445,2025-07-30 22:14:38,cs5,1000.0,5.0,20.0,0.05,True,0.02,[[42.5180993]],0.8333477836334963,0.0011700855532015,50,10,0.01,1.0,1.0,0.8,,5.0,11.11761713027954,,,
446,2025-07-30 22:15:05,cs1,1000.0,5.0,20.0,0.05,True,0.0,[[144.25736755]],0.2449122536806248,0.0264483429227389,50,10,0.05,1.0,1.0,0.8,,5.0,26.77070713043213,50.0,1.0,
447,2025-07-30 22:15:09,cs2,1000.0,20.0,,,True,0.0,[[71.25776962]],0.2809877638158898,0.0244065407608724,50,10,0.05,,,,,,1.1873128414154053,,,
448,2025-07-30 22:15:11,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[23.73673076]],0.5448501106563671,0.0085481029027891,50,10,0.05,,,,,,25.130506992340088,,,3.0
449,2025-07-30 22:15:36,cs4,,,,,True,0.0,[[280.81010504]],0.5262956864178175,0.0093290789409926,50,10,0.05,,,,,,1.1095340251922607,,,
450,2025-07-30 22:15:48,cs5,1000.0,5.0,20.0,0.05,True,0.0,[[144.25779757]],0.2447045920321733,0.0264316483586232,50,10,0.05,1.0,1.0,0.8,,5.0,11.256185054779053,,,
451,2025-07-30 22:16:15,cs1,1000.0,5.0,20.0,0.05,True,0.0,[[288.75964985]],0.2449141056958758,0.0264484707470059,50,10,0.1,1.0,1.0,0.8,,5.0,26.579620838165283,50.0,1.0,
452,2025-07-30 22:16:19,cs2,1000.0,20.0,,,True,0.0,[[144.27891337]],0.2260895168841096,0.0273498357494309,50,10,0.1,,,,,,1.5875070095062256,,,
453,2025-07-30 22:16:21,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[7.79972084]],0.5469928941887163,0.0084263900791288,50,10,0.1,,,,,,24.964646100997925,,,3.0
454,2025-07-30 22:16:46,cs4,,,,,True,0.0,[[562.14142889]],0.5262956885587625,0.0093290787920497,50,10,0.1,,,,,,1.6409380435943604,,,
455,2025-07-30 22:17:00,cs5,1000.0,5.0,20.0,0.05,True,0.0,[[288.76029973]],0.2447045920321383,0.0264316483586251,50,10,0.1,1.0,1.0,0.8,,5.0,12.424798965454102,,,
456,2025-07-30 22:17:32,cs1,1000.0,5.0,20.0,0.05,True,0.0,[[28.65557002]],0.2448890268283732,0.0264460865213221,50,15,0.01,1.0,1.0,0.8,,5.0,31.13477897644043,50.0,1.0,
457,2025-07-30 22:17:36,cs2,1000.0,20.0,,,True,0.4,[[-0.54982403]],0.5503240276766956,0.0082350316032451,50,15,0.01,,,,,,1.1316852569580078,,,
458,2025-07-30 22:17:38,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[3.82346347]],0.5450743676889542,0.0085353976307243,50,15,0.01,,,,,,121.31731581687929,,,3.0
459,2025-07-30 22:19:39,cs4,,,,,True,0.0,[[55.89494766]],0.5262957390030834,0.009329075515525,50,15,0.01,,,,,,1.5166122913360596,,,
460,2025-07-30 22:19:53,cs5,1000.0,5.0,20.0,0.05,True,0.0,[[28.65579584]],0.2447045920322615,0.0264316483586189,50,15,0.01,1.0,1.0,0.8,,5.0,12.450056791305542,,,
461,2025-07-30 22:20:23,cs1,1000.0,5.0,20.0,0.05,True,0.0,[[144.2574067]],0.2448892193204236,0.0264461021573586,50,15,0.05,1.0,1.0,0.8,,5.0,30.21976399421692,50.0,1.0,
462,2025-07-30 22:20:28,cs2,1000.0,20.0,,,True,0.62,[[-0.54782402]],0.5503240156400648,0.0082350330567209,50,15,0.05,,,,,,0.9083530902862548,,,
463,2025-07-30 22:20:30,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[21.9940451]],0.5449794447678997,0.0085407811022953,50,15,0.05,,,,,,137.32095003128052,,,3.0
464,2025-07-30 22:22:47,cs4,,,,,True,0.0,[[281.58938506]],0.526295739687325,0.0093290754748218,50,15,0.05,,,,,,2.056792736053467,,,
465,2025-07-30 22:23:03,cs5,1000.0,5.0,20.0,0.05,True,0.0,[[144.25779757]],0.2447045920322478,0.0264316483586197,50,15,0.05,1.0,1.0,0.8,,5.0,14.39317774772644,,,
466,2025-07-30 22:23:35,cs1,1000.0,5.0,20.0,0.05,True,0.0,[[288.75970215]],0.2448894163024738,0.026446114213389,50,15,0.1,1.0,1.0,0.8,,5.0,31.552409887313843,50.0,1.0,
467,2025-07-30 22:23:39,cs2,1000.0,20.0,,,True,0.0,[[290.87514735]],0.6941596519567423,0.0241562818474484,50,15,0.1,,,,,,8.358590126037598,,,
468,2025-07-30 22:23:49,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[39.37775777]],0.5452140546516263,0.0085274853692465,50,15,0.1,,,,,,136.14073395729065,,,3.0
469,2025-07-30 22:26:05,cs4,,,,,True,0.0,[[562.21119946]],0.5262956888796585,0.0093290788071853,50,15,0.1,,,,,,2.3755009174346924,,,
470,2025-07-30 22:26:22,cs5,1000.0,5.0,20.0,0.05,True,0.0,[[288.76029973]],0.2447045920322188,0.0264316483586213,50,15,0.1,1.0,1.0,0.8,,5.0,14.265973091125488,,,
471,2025-07-30 22:26:56,cs1,1000.0,5.0,20.0,0.05,True,0.0,[[28.65543121]],0.2448740654997549,0.0264449735459888,50,20,0.01,1.0,1.0,0.8,,5.0,34.00405812263489,50.0,1.0,
472,2025-07-30 22:27:00,cs2,1000.0,20.0,,,True,0.0,[[3.84501441]],0.5455216246506243,0.0085108542568097,50,20,0.01,,,,,,4.099132299423218,,,
473,2025-07-30 22:27:05,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[4.24448938]],0.5448990611619251,0.0085453275513045,50,20,0.01,,,,,,351.89833903312683,,,3.0
474,2025-07-30 22:32:57,cs4,,,,,True,0.0,[[55.74357788]],0.5262956803344829,0.0093290793588508,50,20,0.01,,,,,,2.7513880729675293,,,
475,2025-07-30 22:33:18,cs5,1000.0,5.0,20.0,0.05,True,0.0,[[28.65579584]],0.2447045920321595,0.0264316483586257,50,20,0.01,1.0,1.0,0.8,,5.0,17.899745225906372,,,
476,2025-07-30 22:33:55,cs1,1000.0,5.0,20.0,0.05,True,0.0,[[144.25665229]],0.2448740732829571,0.0264449741536132,50,20,0.05,1.0,1.0,0.8,,5.0,36.51490807533264,50.0,1.0,
477,2025-07-30 22:33:59,cs2,1000.0,20.0,,,True,0.0,[[-0.54782403]],0.5503240317635809,0.0082350312204422,50,20,0.05,,,,,,1.1195919513702393,,,
478,2025-07-30 22:34:01,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[18.44754712]],0.5453889733112031,0.0085175524831913,50,20,0.05,,,,,,369.8894679546356,,,3.0
479,2025-07-30 22:40:11,cs4,,,,,True,0.0,[[280.82287907]],0.5262956804051053,0.0093290793539696,50,20,0.05,,,,,,2.70628023147583,,,
480,2025-07-30 22:40:31,cs5,1000.0,5.0,20.0,0.05,True,0.0,[[144.25779757]],0.244704592032151,0.0264316483586261,50,20,0.05,1.0,1.0,0.8,,5.0,16.394370794296265,,,
481,2025-07-30 22:41:03,cs1,1000.0,5.0,20.0,0.05,True,0.0,[[288.75817866]],0.2448742429622116,0.0264449841952693,50,20,0.1,1.0,1.0,0.8,,5.0,32.122612953186035,50.0,1.0,
482,2025-07-30 22:41:07,cs2,1000.0,20.0,,,True,0.36,[[-0.54532402]],0.5503240204615042,0.008235032922215,50,20,0.1,,,,,,1.0637550354003906,,,
483,2025-07-30 22:41:10,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[39.39476659]],0.5452217703643865,0.008527046596936,50,20,0.1,,,,,,403.0366599559784,,,3.0
484,2025-07-30 22:47:53,cs4,,,,,True,0.0,[[562.17129707]],0.5262956805531589,0.0093290793439859,50,20,0.1,,,,,,2.2335660457611084,,,
485,2025-07-30 22:48:12,cs5,1000.0,5.0,20.0,0.05,True,0.0,[[288.76029973]],0.2447045920321412,0.0264316483586266,50,20,0.1,1.0,1.0,0.8,,5.0,16.97800612449646,,,
486,2025-07-30 22:48:39,cs1,1000.0,5.0,20.0,0.05,True,0.0,[[28.65554254]],0.2449134446819696,0.0264484201917054,50,10,0.01,1.0,1.0,0.8,,5.0,26.816164255142212,50.0,1.0,
487,2025-07-30 22:48:43,cs2,1000.0,20.0,,,True,0.0,[[14.55383107]],0.2431293993237651,0.0264471393139555,50,10,0.01,,,,,,1.5386121273040771,,,
488,2025-07-30 22:48:47,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[4.51677869]],0.5451132166014453,0.008533142346084,50,10,0.01,,,,,,150.09535694122314,,,5.0
489,2025-07-30 22:51:17,cs4,,,,,True,0.0,[[55.74080033]],0.5262956863559675,0.0093290789450255,50,10,0.01,,,,,,1.052316188812256,,,
490,2025-07-30 22:51:28,cs5,1000.0,5.0,20.0,0.05,True,0.0,[[28.65579584]],0.2447045920321994,0.0264316483586217,50,10,0.01,1.0,1.0,0.8,,5.0,10.348514080047607,,,
491,2025-07-30 22:51:55,cs1,1000.0,5.0,20.0,0.05,True,0.0,[[144.25736755]],0.2449122536806248,0.0264483429227389,50,10,0.05,1.0,1.0,0.8,,5.0,26.895631074905396,50.0,1.0,
492,2025-07-30 22:51:59,cs2,1000.0,20.0,,,True,0.0,[[186.83062841]],0.6828188436494926,0.0103937574981871,50,10,0.05,,,,,,2.334317922592163,,,
493,2025-07-30 22:52:04,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[24.42762325]],0.5451727321396325,0.0085297649853119,50,10,0.05,,,,,,136.41974592208862,,,5.0
494,2025-07-30 22:54:20,cs4,,,,,True,0.0,[[280.81010504]],0.5262956864178175,0.0093290789409926,50,10,0.05,,,,,,1.7066638469696045,,,
495,2025-07-30 22:54:32,cs5,1000.0,5.0,20.0,0.05,True,0.0,[[144.25779757]],0.2447045920321733,0.0264316483586232,50,10,0.05,1.0,1.0,0.8,,5.0,10.665910959243774,,,
496,2025-07-30 22:54:58,cs1,1000.0,5.0,20.0,0.05,True,0.0,[[288.75964985]],0.2449141056958758,0.0264484707470059,50,10,0.1,1.0,1.0,0.8,,5.0,26.021040201187137,50.0,1.0,
497,2025-07-30 22:55:03,cs2,1000.0,20.0,,,True,0.0,[[144.27057017]],0.2344326597191344,0.026908948418057,50,10,0.1,,,,,,1.3257942199707031,,,
498,2025-07-30 22:55:06,cs3,1000.0,5.0,20.0,0.05,True,0.0,[[46.48186989]],0.5449061225008056,0.0085449311807622,50,10,0.1,,,,,,130.21562695503235,,,5.0
499,2025-07-30 22:57:16,cs4,,,,,True,0.0,[[562.14142889]],0.5262956885587625,0.0093290787920497,50,10,0.1,,,,,,1.3592400550842283,,,
500,2025-07-30 22:57:28,cs5,1000.0,5.0,20.0,0.05,True,0.0,[[288.76029973]],0.2447045920321383,0.0264316483586251,50,10,0.1,1.0,1.0,0.8,,5.0,10.80085301399231,,,
501,2025-07-30 23:14:50,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[13.55935516]],0.8757185541832283,0.002981984479254,50,10,0.01,1.0,1.0,0.8,,3.0,13.275828123092651,50.0,1.0,
502,2025-07-30 23:14:56,cs2,2000.0,20.0,,,True,0.42,[[-0.9453352]],0.9487801240058616,1.657325884311848e-06,50,10,0.01,,,,,,0.7335028648376465,,,
503,2025-07-30 23:14:57,cs3,2000.0,5.0,20.0,0.05,True,0.08,[[76.65907005]],0.706058197489137,0.0055323687213298,50,10,0.01,,,,,,47.26997208595276,,,3.0
504,2025-07-30 23:15:45,cs4,,,,,True,1.0,[[42.3956521]],1.024053669383144,1.8515202748758943e-10,50,10,0.01,,,,,,0.4723727703094482,,,
505,2025-07-30 23:15:52,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[13.57648974]],0.874992501179488,0.0030784679765009,50,10,0.01,1.0,1.0,0.8,,3.0,7.056977272033691,,,
506,2025-07-30 23:16:07,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[38.59936029]],0.7581717858827477,0.0061471819053672,50,10,0.05,1.0,1.0,0.8,,3.0,14.725542306900024,50.0,1.0,
507,2025-07-30 23:16:14,cs2,2000.0,20.0,,,True,0.0,[[73.05302455]],1.0044769324214018,0.0035982092057799,50,10,0.05,,,,,,0.8735852241516113,,,
508,2025-07-30 23:16:16,cs3,2000.0,5.0,20.0,0.05,True,0.08,[[478.84977844]],0.7463862835499827,0.0080405300151984,50,10,0.05,,,,,,26.15657114982605,,,3.0
509,2025-07-30 23:16:42,cs4,,,,,True,1.0,[[51.41793161]],0.9527932938540706,1.8747801991169626e-07,50,10,0.05,,,,,,0.5269949436187744,,,
510,2025-07-30 23:16:50,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[41.67556709]],0.7581183379254839,0.0061357310233511,50,10,0.05,1.0,1.0,0.8,,3.0,7.231065034866333,,,
511,2025-07-30 23:17:04,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[94.44002414]],0.7610274925700969,0.0058988204090513,50,10,0.1,1.0,1.0,0.8,,3.0,14.786391973495483,50.0,1.0,
512,2025-07-30 23:17:12,cs2,2000.0,20.0,,,True,0.48,[[291.81741702]],1.019842716173695,0.0094927944064199,50,10,0.1,,,,,,0.961946964263916,,,
513,2025-07-30 23:17:13,cs3,2000.0,5.0,20.0,0.05,True,0.08,[[447.78651871]],0.6945438434781164,0.0080614318590072,50,10,0.1,,,,,,40.62781000137329,,,3.0
514,2025-07-30 23:17:54,cs4,,,,,True,1.0,[[91.19957317]],0.952862633451343,1.8747800373691545e-07,50,10,0.1,,,,,,0.5968372821807861,,,
515,2025-07-30 23:18:02,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[130.61269543]],0.7624082471641864,0.0057242137216098,50,10,0.1,1.0,1.0,0.8,,3.0,7.651623010635376,,,
516,2025-07-30 23:18:18,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[13.67363565]],0.7457968550599644,0.0071005423643949,50,15,0.01,1.0,1.0,0.8,,3.0,15.457767963409424,50.0,1.0,
517,2025-07-30 23:18:25,cs2,2000.0,20.0,,,True,0.0,[[13.71119254]],0.7393077454118014,0.0072256664762788,50,15,0.01,,,,,,5.801364183425903,,,
518,2025-07-30 23:18:32,cs3,2000.0,5.0,20.0,0.05,True,0.0,[[69.71193636]],0.6752873164434928,0.0082163512683464,50,15,0.01,,,,,,79.68795895576477,,,3.0
519,2025-07-30 23:19:52,cs4,,,,,True,1.0,[[10.57051201]],0.9525366107068604,1.8748707777463548e-07,50,15,0.01,,,,,,0.667313814163208,,,
520,2025-07-30 23:19:59,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[13.7062329]],0.7455185999880314,0.0071060388603897,50,15,0.01,1.0,1.0,0.8,,3.0,7.181256055831909,,,
521,2025-07-30 23:20:15,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[71.34956719]],0.7455213906739915,0.0076965482369956,50,15,0.05,1.0,1.0,0.8,,3.0,15.108756065368652,50.0,1.0,
522,2025-07-30 23:20:22,cs2,2000.0,20.0,,,True,0.0,[[143.59999393]],0.8444914701912785,2.107523463833881e-06,50,15,0.05,,,,,,1.6575348377227783,,,
523,2025-07-30 23:20:25,cs3,2000.0,5.0,20.0,0.05,True,0.0,[[637.24183616]],0.6675493251114669,0.0080733688123853,50,15,0.05,,,,,,94.29093408584596,,,3.0
524,2025-07-30 23:21:59,cs4,,,,,True,1.0,[[50.51895902]],0.9524702987973686,1.874870760283716e-07,50,15,0.05,,,,,,0.7153258323669434,,,
525,2025-07-30 23:22:07,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[71.51249978]],0.7444756846227348,0.0075319654438491,50,15,0.05,1.0,1.0,0.8,,3.0,7.567973136901856,,,
526,2025-07-30 23:22:23,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[115.92342383]],0.7588965474802454,0.0062603224150249,50,15,0.1,1.0,1.0,0.8,,3.0,15.41024613380432,50.0,1.0,
527,2025-07-30 23:22:30,cs2,2000.0,20.0,,,True,0.0,[[288.22665607]],0.7783416128455299,0.0044059167279678,50,15,0.1,,,,,,3.2048470973968506,,,
528,2025-07-30 23:22:34,cs3,2000.0,5.0,20.0,0.05,True,0.0,[[665.6793041]],0.6805201150849385,0.0080508688410716,50,15,0.1,,,,,,71.64392685890198,,,3.0
529,2025-07-30 23:23:46,cs4,,,,,True,1.0,[[92.78395889]],0.952410877458188,1.8749146973862096e-07,50,15,0.1,,,,,,0.710939884185791,,,
530,2025-07-30 23:23:54,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[102.62731858]],0.7581136209067068,0.0061144435726561,50,15,0.1,1.0,1.0,0.8,,3.0,7.595207214355469,,,
531,2025-07-30 23:24:12,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[13.67259249]],0.7463717178674096,0.0076018748814749,50,20,0.01,1.0,1.0,0.8,,3.0,17.153882026672363,50.0,1.0,
532,2025-07-30 23:24:19,cs2,2000.0,20.0,,,True,0.26,[[28.14428029]],0.8701196333625224,0.0002472055770669,50,20,0.01,,,,,,2.113331079483032,,,
533,2025-07-30 23:24:23,cs3,2000.0,5.0,20.0,0.05,True,0.0,[[31.26415372]],0.6743248162067136,0.007533388784735,50,20,0.01,,,,,,114.38129687309264,,,3.0
534,2025-07-30 23:26:17,cs4,,,,,True,1.0,[[79.07454757]],0.9554463151084892,1.8748965208177725e-07,50,20,0.01,,,,,,0.9451546669006348,,,
535,2025-07-30 23:26:27,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[13.70599114]],0.746101801861108,0.007441919737245,50,20,0.01,1.0,1.0,0.8,,3.0,9.112848997116089,,,
536,2025-07-30 23:26:44,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[71.34794619]],0.7467886330567188,0.0076519329722582,50,20,0.05,1.0,1.0,0.8,,3.0,16.934927225112915,50.0,1.0,
537,2025-07-30 23:26:52,cs2,2000.0,20.0,,,True,0.58,[[145.32033921]],1.000278636898441,0.003602769121747,50,20,0.05,,,,,,2.134302854537964,,,
538,2025-07-30 23:26:55,cs3,2000.0,5.0,20.0,0.05,True,0.0,[[253.72137831]],0.7309329060433657,0.0083679944512741,50,20,0.05,,,,,,105.1007957458496,,,3.0
539,2025-07-30 23:28:40,cs4,,,,,True,1.0,[[230.51559538]],0.9543483530749226,1.8749360667457082e-07,50,20,0.05,,,,,,0.8951761722564697,,,
540,2025-07-30 23:28:50,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[71.75228037]],0.7463448873240908,0.0075375691256874,50,20,0.05,1.0,1.0,0.8,,3.0,8.74783205986023,,,
541,2025-07-30 23:29:07,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[109.19175187]],0.7601368127043322,0.00637253164753,50,20,0.1,1.0,1.0,0.8,,3.0,16.691272020339966,50.0,1.0,
542,2025-07-30 23:29:14,cs2,2000.0,20.0,,,True,0.02,[[139.9726741]],0.7670822413277035,0.0051163742550398,50,20,0.1,,,,,,2.8939919471740723,,,
543,2025-07-30 23:29:19,cs3,2000.0,5.0,20.0,0.05,True,0.0,[[461.95122024]],0.6716295168902002,0.007527108085132,50,20,0.1,,,,,,136.31220197677612,,,3.0
544,2025-07-30 23:31:35,cs4,,,,,True,1.0,[[222.07361405]],0.9526521706486808,1.8749693357414537e-07,50,20,0.1,,,,,,0.8910768032073975,,,
545,2025-07-30 23:31:45,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[88.90751772]],0.758452136044324,0.0064309510494482,50,20,0.1,1.0,1.0,0.8,,3.0,9.232178926467896,,,
546,2025-07-30 23:32:01,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[13.71053955]],0.7519547919481464,0.0064628482862626,50,10,0.01,1.0,1.0,0.8,,3.0,15.46258807182312,50.0,1.0,
547,2025-07-30 23:32:08,cs2,2000.0,20.0,,,True,0.48,[[-0.6815241]],1.0678604414824682,0.0060247249245209,50,10,0.01,,,,,,0.7122349739074707,,,
548,2025-07-30 23:32:11,cs3,2000.0,5.0,20.0,0.05,True,0.08,[[164.52220031]],0.8014410392038965,0.0075622934897709,50,10,0.01,,,,,,162.15184807777405,,,5.0
549,2025-07-30 23:34:53,cs4,,,,,True,1.0,[[11.84463124]],0.9526959860071664,1.874781134243208e-07,50,10,0.01,,,,,,0.5113358497619629,,,
550,2025-07-30 23:35:01,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[13.71592487]],0.7502209507796685,0.0065689790005544,50,10,0.01,1.0,1.0,0.8,,3.0,7.414369106292725,,,
551,2025-07-30 23:35:17,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[38.59936029]],0.7581717858827477,0.0061471819053672,50,10,0.05,1.0,1.0,0.8,,3.0,15.576793670654297,50.0,1.0,
552,2025-07-30 23:35:24,cs2,2000.0,20.0,,,True,0.1,[[-0.77196238]],0.8230640339357096,5.4886063577105166e-11,50,10,0.05,,,,,,0.8083248138427734,,,
553,2025-07-30 23:35:27,cs3,2000.0,5.0,20.0,0.05,True,0.08,[[626.37518453]],0.7987344954424305,0.0081122313573124,50,10,0.05,,,,,,141.74304175376892,,,5.0
554,2025-07-30 23:37:49,cs4,,,,,True,1.0,[[51.41793161]],0.9527932938540706,1.8747801991169626e-07,50,10,0.05,,,,,,0.5293939113616943,,,
555,2025-07-30 23:37:56,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[41.67556709]],0.7581183379254839,0.0061357310233511,50,10,0.05,1.0,1.0,0.8,,3.0,6.882843017578125,,,
556,2025-07-30 23:38:12,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[94.44002414]],0.7610274925700969,0.0058988204090513,50,10,0.1,1.0,1.0,0.8,,3.0,15.232770919799805,50.0,1.0,
557,2025-07-30 23:38:19,cs2,2000.0,20.0,,,True,0.8,[[577.80338758]],0.9952946061711349,0.0048258047776065,50,10,0.1,,,,,,0.8257269859313965,,,
558,2025-07-30 23:38:22,cs3,2000.0,5.0,20.0,0.05,True,0.08,[[572.5110386]],0.6747015322804336,0.0080510819479107,50,10,0.1,,,,,,134.37087416648865,,,5.0
559,2025-07-30 23:40:36,cs4,,,,,True,1.0,[[91.19957317]],0.952862633451343,1.8747800373691545e-07,50,10,0.1,,,,,,0.5350759029388428,,,
560,2025-07-30 23:40:45,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[130.61269543]],0.7624082471641864,0.0057242137216098,50,10,0.1,1.0,1.0,0.8,,3.0,7.752252101898193,,,
561,2025-07-30 23:41:00,cs1,2000.0,5.0,20.0,0.05,True,0.0,[[13.67363565]],0.7457968550599644,0.0071005423643949,50,15,0.01,1.0,1.0,0.8,,3.0,15.330181121826172,50.0,1.0,
562,2025-07-30 23:41:08,cs2,2000.0,20.0,,,True,0.52,[[94.92322662]],0.9885326916931664,0.0041323504130728,50,15,0.01,,,,,,1.1891100406646729,,,
563,2025-07-30 23:41:12,cs3,2000.0,5.0,20.0,0.05,True,0.0,[[48.5197818]],0.6964368782571921,0.0082705830720808,50,15,0.01,,,,,,556.1799690723419,,,5.0
564,2025-07-30 23:50:28,cs4,,,,,True,1.0,[[10.57051201]],0.9525366107068604,1.8748707777463548e-07,50,15,0.01,,,,,,0.7034869194030762,,,
565,2025-07-30 23:50:37,cs5,2000.0,5.0,20.0,0.05,True,0.0,[[13.7062329]],0.7455185999880314,0.0071060388603897,50,15,0.01,1.0,1.0,0.8,,3.0,7.599283218383789,,,
